category_id,year0_institutions,year1_institutions,year2_institutions,year3_institutions,year4_institutions,recent_institutions,core_institutions_1y,core_institutions_3y,core_institutions_5y,citation_cohort_percentile
C0520,140,126,100,99,77,140,140,287,376,0.6483702932444972
C0521,256,273,222,226,165,256,256,568,737,0.6481577348917464
C0522,0,0,0,0,0,0,0,0,0,0.0
C0523,0,0,0,0,0,0,0,0,0,0.0
C0524,80,61,63,41,52,80,80,180,237,0.4608319710687165
C0525,57,73,52,39,31,57,57,172,226,0.5346593737475205
C0526,100,55,31,37,27,100,100,168,218,0.6820786458713487
C0527,323,252,215,196,118,323,323,679,874,0.4075331562507856
C0528,18,8,7,4,5,18,18,33,42,0.49288098884778364
C0529,161,107,82,67,63,161,161,265,312,0.6513991532968613
C0530,967,826,661,651,565,967,967,1573,1869,0.6314148724187754
C0531,80,59,57,49,53,80,80,175,243,0.6474581424817446
C0532,482,352,242,211,196,482,482,740,880,0.7034651304524719
C0533,364,205,207,163,158,364,364,566,669,0.44574098710308435
C0534,384,262,170,116,51,384,384,692,769,0.6809013714520734
C0535,22,21,20,2,14,22,22,50,61,0.44788314117669736
C0536,25,20,5,24,13,25,25,46,81,0.5334759983012844
C0537,1572,1308,1167,1147,847,1572,1572,2727,3318,0.59057488789722
C0538,51,47,34,55,25,51,51,120,189,0.3712701469492199
C0539,90,92,54,83,62,90,90,209,326,0.29055986424963337
C0540,102,77,79,79,92,102,102,206,311,0.47858602757982077
C0541,59,50,25,36,66,59,59,125,199,0.4948071385846594
C0542,340,201,142,138,80,340,340,565,667,0.4835644167931102
C0543,72,45,38,25,28,72,72,143,173,0.545343510650413
C0544,30,12,13,21,18,30,30,54,92,0.384225186804245
C0545,127,102,112,55,94,127,127,307,419,0.5368547885988612
C0546,3,23,16,16,11,3,3,39,59,0.44639188325271123
C0547,21,1,6,6,1,21,21,28,34,0.3954789972096147
C0548,99,98,63,60,29,99,99,216,277,0.33395069353544937
C0549,28,24,25,21,4,28,28,63,76,0.48329644567170976
C0550,145,143,146,99,97,145,145,348,458,0.4720950410243354
C0551,92,80,74,71,53,92,92,223,315,0.29776404623071107
C0552,421,355,289,314,263,421,421,822,1111,0.5572576759301519
C0553,414,346,201,125,110,414,414,826,977,0.3768845258168619
C0554,79,53,52,30,49,79,79,171,229,0.5349667669631095
C0555,147,136,142,116,102,147,147,346,456,0.6331601459455187
C0556,747,585,499,385,294,747,747,1152,1298,0.7179741180343935
C0557,592,519,444,477,376,592,592,1228,1643,0.5676741618539587
C0558,56,35,45,32,20,56,56,128,169,0.5224137195236574
C0559,18,13,3,6,2,18,18,34,40,0.7697532722172042
C0560,184,148,132,101,82,184,184,326,393,0.5197351971449644
C0561,48,27,25,24,20,48,48,92,131,0.37104684289136364
C0562,3,4,1,7,6,3,3,8,21,0.5355568032821066
C0563,17,18,13,17,20,17,17,48,82,0.2955119562315567
C0564,224,196,175,168,145,224,224,436,553,0.4159259743661874
C0565,159,37,27,54,30,159,159,208,270,0.5881592962549674
C0566,102,30,53,27,23,102,102,171,208,0.5063342130019352
C0567,0,9,13,5,10,0,0,22,37,0.4517294208077238
C0568,0,0,0,2,0,0,0,0,2,0.0
C0569,251,131,155,131,115,251,251,453,600,0.5335339406599707
C0570,87,59,26,94,58,87,87,158,273,0.5383236261088162
C0571,60,30,34,32,19,60,60,114,161,0.3795101904146772
C0572,240,209,174,199,90,240,240,510,666,0.42147955096881895
C0573,0,0,0,0,0,0,0,0,0,0.0
C0574,41,21,43,32,23,41,41,96,136,0.46518951403968073
C0575,110,125,150,169,137,110,110,329,523,0.5229894533666298
C0576,402,251,173,106,75,402,402,627,709,0.6722356524852134
C0577,352,258,170,85,75,352,352,574,623,0.694243347786309
C0578,104,105,87,79,77,104,104,248,341,0.5371826107014884
C0579,5,3,4,1,1,5,5,12,14,0.24712350316989676
C0580,0,1,2,1,0,0,0,3,4,0.33650194122788457
C0581,76,119,94,99,95,76,76,254,381,0.4287762530497255
C0582,178,158,189,209,146,178,178,419,609,0.5097451017962475
C0583,49,28,44,48,67,49,49,108,196,0.4298197610587779
C0584,103,179,171,213,217,103,103,297,492,0.5589457527298417
C0585,18,8,14,5,30,18,18,33,58,0.6328819808280147
C0586,47,79,79,62,63,47,47,164,218,0.620924268617645
C0587,313,326,248,212,244,313,313,758,1002,0.4065812442351682
C0588,9,10,2,2,6,9,9,21,29,0.13857825734694862
C0589,24,16,15,18,25,24,24,48,79,0.25886001680756565
C0590,97,85,107,92,80,97,97,250,365,0.45565067157090205
C0591,34,33,36,41,22,34,34,95,148,0.594131804625111
C0592,399,325,250,234,192,399,399,768,955,0.5350905405773392
C0593,623,452,327,278,182,623,623,1046,1199,0.636393666195355
C0594,65,43,26,30,11,65,65,131,165,0.3548224089322882
C0595,0,0,0,0,0,0,0,0,0,0.0
C0596,31,4,31,12,9,31,31,61,74,0.4379081687594745
C0597,121,48,44,18,24,121,121,193,221,0.6075111490109611
C0598,392,286,206,71,77,392,392,696,761,0.5800792545186357
C0599,0,0,3,1,0,0,0,3,4,0.8302450107320638
C0600,234,114,104,75,36,234,234,375,437,0.6278169300308718
C0601,56,49,51,107,42,56,56,141,244,0.5608800681814814
C0602,212,327,277,217,136,212,212,623,742,0.6949650586694602
C0603,397,281,285,241,143,397,397,801,1015,0.611732755167991
C0604,211,154,175,136,94,211,211,427,535,0.5725609540971741
C0605,82,48,38,24,20,82,82,140,168,0.6272030303219834
