category_id,period,papers
C0728,2022Q4,69
C0316,2022Q4,122
C0621,2022Q4,3
C0263,2022Q4,220
C0289,2022Q4,115
C0266,2022Q4,132
C0520,2022Q4,17
C0451,2022Q4,150
C0485,2022Q4,197
C0098,2022Q4,120
C0002,2022Q4,183
C0197,2022Q4,75
C0330,2022Q4,205
C0201,2022Q4,118
C0303,2022Q4,37
C0513,2022Q4,8
C0545,2022Q4,18
C0583,2022Q4,13
C0343,2022Q4,182
C0737,2022Q4,12
C0743,2022Q4,14
C0428,2022Q4,108
C0027,2022Q4,94
C0152,2022Q4,173
C0424,2022Q4,106
C0182,2023Q1,74
C0340,2022Q4,176
C0179,2022Q4,58
C0264,2022Q4,158
C0158,2022Q4,281
C0406,2022Q4,40
C0694,2022Q4,15
C0115,2022Q4,126
C0171,2022Q4,129
C0423,2022Q4,182
C0712,2022Q4,49
C0347,2022Q4,83
C0392,2022Q4,10
C0230,2022Q4,99
C0452,2022Q4,174
C0216,2022Q4,79
C0367,2022Q4,155
C0298,2022Q4,101
C0427,2022Q4,59
C0348,2022Q4,108
C0516,2022Q4,40
C0357,2022Q4,85
C0711,2022Q4,3
C0355,2022Q4,117
C0326,2022Q4,84
C0454,2022Q4,76
C0603,2022Q4,73
C0004,2023Q1,182
C0678,2022Q4,40
C0420,2022Q4,119
C0288,2022Q4,23
C0418,2021Q2,25
C0676,2022Q4,44
C0359,2022Q4,2
C0590,2022Q4,19
C0053,2022Q4,7
C0531,2022Q4,6
C0662,2022Q4,10
C0747,2022Q4,21
C0695,2022Q4,14
C0120,2022Q4,79
C0597,2022Q4,3
C0611,2022Q4,2
C0629,2022Q4,10
C0501,2022Q4,26
C0746,2022Q4,20
C0748,2022Q4,2
C0363,2022Q4,65
C0656,2022Q4,12
C0029,2023Q1,158
C0418,2022Q4,31
C0003,2022Q4,37
C0717,2022Q4,2
C0713,2022Q4,15
C0124,2023Q3,37
C0294,2022Q4,20
C0504,2022Q4,10
C0465,2020Q2,161
C0148,2022Q1,2
C0001,2022Q4,9
C0635,2022Q4,8
C0422,2022Q4,3
C0515,2022Q4,30
C0608,2022Q4,9
C0500,2022Q4,11
C0273,2022Q4,6
C0237,2020Q4,347
C0216,2023Q2,81
C0109,2023Q4,213
C0529,2022Q4,8
C0402,2023Q2,191
C0405,2023Q3,141
C0661,2022Q4,4
C0517,2022Q4,7
C0369,2023Q1,536
C0109,2023Q1,275
C0329,2023Q1,8
C0173,2022Q4,10
C0335,2022Q4,3
C0155,2023Q1,675
C0458,2023Q1,93
C0055,2023Q1,121
C0238,2023Q1,61
C0241,2023Q1,261
C0405,2023Q1,218
C0063,2023Q1,313
C0366,2023Q1,175
C0436,2023Q1,299
C0143,2023Q1,301
C0416,2023Q1,199
C0302,2023Q1,113
C0253,2023Q1,272
C0290,2023Q1,199
C0009,2023Q1,610
C0469,2023Q1,136
C0060,2023Q1,705
C0368,2023Q1,142
C0129,2023Q1,223
C0195,2023Q1,217
C0461,2023Q1,372
C0020,2023Q1,212
C0085,2023Q1,141
C0208,2023Q1,145
C0414,2023Q1,141
C0256,2023Q1,263
C0105,2023Q1,269
C0254,2023Q1,585
C0484,2023Q1,195
C0566,2023Q1,22
C0210,2023Q1,182
C0065,2023Q1,58
C0011,2023Q1,263
C0100,2023Q1,113
C0278,2023Q1,515
C0354,2023Q1,247
C0083,2023Q1,166
C0211,2023Q1,337
C0221,2023Q1,342
C0246,2023Q1,41
C0080,2023Q1,350
C0311,2023Q1,172
C0056,2023Q1,219
C0292,2023Q1,107
C0474,2023Q1,165
C0356,2023Q1,16
C0103,2023Q1,201
C0186,2023Q1,126
C0362,2023Q1,493
C0307,2023Q1,227
C0086,2023Q1,268
C0408,2023Q1,195
C0463,2023Q1,141
C0675,2023Q1,49
C0138,2023Q1,229
C0338,2023Q1,223
C0455,2023Q1,244
C0177,2023Q1,144
C0465,2023Q1,210
C0493,2023Q1,391
C0071,2023Q1,231
C0132,2023Q1,294
C0364,2023Q1,126
C0472,2023Q1,226
C0048,2023Q1,181
C0667,2023Q1,57
C0272,2023Q1,124
C0486,2023Q1,384
C0555,2023Q1,71
C0145,2023Q1,134
C0007,2023Q1,183
C0196,2023Q1,284
C0203,2023Q1,118
C0047,2023Q1,248
C0275,2023Q1,220
C0061,2023Q1,324
C0539,2023Q1,20
C0169,2023Q1,218
C0527,2023Q1,62
C0727,2023Q1,122
C0124,2023Q1,48
C0280,2023Q1,136
C0536,2023Q1,6
C0630,2023Q1,41
C0429,2023Q2,182
C0729,2023Q1,5
C0035,2023Q1,36
C0252,2023Q1,150
C0160,2023Q1,47
C0552,2023Q1,102
C0564,2023Q1,71
C0088,2023Q1,180
C0725,2023Q1,29
C0600,2023Q1,15
C0164,2023Q1,140
C0242,2023Q1,30
C0672,2023Q1,56
C0394,2023Q1,235
C0066,2023Q1,98
C0282,2023Q1,169
C0470,2023Q1,5
C0489,2023Q1,4
C0161,2023Q1,155
C0576,2023Q1,41
C0543,2023Q1,11
C0415,2023Q1,69
C0309,2023Q1,30
C0108,2023Q1,6
C0645,2023Q1,10
C0551,2023Q1,26
C0540,2023Q1,18
C0403,2023Q1,65
C0427,2020Q3,83
C0340,2021Q2,157
C0525,2023Q1,16
C0591,2023Q1,9
C0674,2023Q1,15
C0624,2023Q1,13
C0578,2023Q1,12
C0370,2023Q1,26
C0064,2023Q1,20
C0006,2023Q1,5
C0733,2023Q1,1
C0681,2023Q1,10
C0096,2023Q1,8
C0288,2021Q2,30
C0741,2023Q1,17
C0609,2023Q1,15
C0083,2020Q2,121
C0585,2023Q1,2
C0698,2023Q1,3
C0441,2023Q1,42
C0456,2023Q1,47
C0077,2023Q1,12
C0519,2023Q1,19
C0499,2023Q1,6
C0053,2022Q1,7
C0646,2023Q1,10
C0264,2023Q2,169
C0194,2020Q4,137
C0371,2023Q2,57
C0351,2021Q1,24
C0079,2023Q1,19
C0016,2023Q2,125
C0330,2023Q2,240
C0062,2023Q2,141
C0485,2023Q2,154
C0452,2023Q2,175
C0073,2023Q2,199
C0517,2023Q2,11
C0127,2023Q2,157
C0593,2023Q2,87
C0399,2023Q2,262
C0634,2023Q2,55
C0263,2023Q2,221
C0343,2023Q2,190
C0478,2023Q2,236
C0152,2023Q2,157
C0037,2023Q2,350
C0603,2023Q2,43
C0136,2023Q2,146
C0068,2023Q2,85
C0058,2023Q2,207
C0255,2023Q2,163
C0340,2023Q2,171
C0423,2023Q2,199
C0299,2023Q1,27
C0040,2023Q2,307
C0350,2023Q2,166
C0220,2023Q2,62
C0234,2023Q2,125
C0273,2023Q2,7
C0432,2023Q2,11
C0298,2023Q2,101
C0002,2023Q2,176
C0451,2023Q2,139
C0363,2023Q2,57
C0206,2023Q2,210
C0269,2023Q2,113
C0158,2023Q2,272
C0045,2023Q2,161
C0428,2023Q2,117
C0695,2023Q2,15
C0468,2023Q2,186
C0197,2023Q2,83
C0426,2023Q2,190
C0671,2023Q2,72
C0102,2023Q2,174
C0355,2023Q2,141
C0201,2023Q2,123
C0728,2023Q2,75
C0357,2023Q2,92
C0258,2023Q2,289
C0320,2023Q2,162
C0059,2023Q2,129
C0424,2023Q2,140
C0743,2023Q2,20
C0098,2023Q2,104
C0144,2023Q2,66
C0115,2023Q2,127
C0179,2023Q2,59
C0602,2023Q2,59
C0596,2023Q2,1
C0178,2023Q2,131
C0347,2023Q2,66
C0218,2023Q2,218
C0713,2023Q2,11
C0656,2023Q2,11
C0572,2023Q2,46
C0039,2023Q2,9
C0327,2023Q2,96
C0057,2023Q2,139
C0135,2023Q2,3
C0266,2023Q2,110
C0410,2023Q2,117
C0476,2023Q2,206
C0288,2023Q2,24
C0418,2023Q2,40
C0012,2023Q2,78
C0313,2023Q2,106
C0613,2022Q2,2
C0675,2020Q2,18
C0230,2023Q2,94
C0027,2023Q2,80
C0326,2023Q2,77
C0120,2023Q2,62
C0214,2023Q2,53
C0342,2023Q2,145
C0557,2023Q2,123
C0451,2020Q3,88
C0348,2023Q2,84
C0454,2023Q2,72
C0718,2021Q1,20
C0406,2023Q2,42
C0185,2021Q3,145
C0285,2023Q2,157
C0533,2020Q4,54
C0375,2020Q4,78
C0289,2023Q2,107
C0171,2023Q2,117
C0001,2023Q2,10
C0608,2023Q2,11
C0642,2023Q2,40
C0265,2021Q3,42
C0590,2023Q2,17
C0437,2023Q2,123
C0427,2023Q2,41
C0294,2023Q2,33
C0520,2023Q2,22
C0072,2023Q2,195
C0516,2023Q2,48
C0303,2023Q2,32
C0621,2023Q2,2
C0513,2023Q2,8
C0583,2023Q2,16
C0367,2023Q2,148
C0635,2023Q2,15
C0316,2023Q2,115
C0026,2023Q2,55
C0545,2023Q2,16
C0359,2023Q2,1
C0746,2023Q2,26
C0003,2023Q2,37
C0747,2023Q2,21
C0300,2023Q2,134
C0707,2023Q2,3
C0678,2023Q2,22
C0420,2023Q2,162
C0030,2023Q1,24
C0457,2023Q2,75
C0515,2023Q2,21
C0694,2023Q2,19
C0717,2023Q2,1
C0471,2023Q2,5
C0597,2023Q2,9
C0712,2023Q2,37
C0500,2023Q2,11
C0636,2023Q2,22
C0168,2021Q1,109
C0363,2020Q3,73
C0188,2020Q4,180
C0396,2020Q4,42
C0676,2023Q2,40
C0501,2023Q2,29
C0637,2023Q2,4
C0272,2020Q2,101
C0737,2023Q2,7
C0199,2022Q4,3
C0611,2023Q2,7
C0091,2023Q4,70
C0308,2023Q2,15
C0738,2023Q2,6
C0504,2023Q2,10
C0087,2023Q2,2
C0148,2023Q2,2
C0038,2020Q1,142
C0711,2023Q2,6
C0152,2021Q2,144
C0208,2023Q3,100
C0091,2023Q3,81
C0066,2023Q3,90
C0461,2023Q3,232
C0155,2023Q3,442
C0048,2023Q3,124
C0527,2023Q3,39
C0278,2023Q3,309
C0169,2023Q3,151
C0161,2023Q3,85
C0086,2023Q3,167
C0252,2023Q3,131
C0369,2023Q3,344
C0465,2023Q3,155
C0241,2023Q3,167
C0004,2023Q3,131
C0455,2023Q3,186
C0129,2023Q3,210
C0307,2023Q3,193
C0493,2023Q3,236
C0195,2023Q3,145
C0196,2023Q3,201
C0356,2023Q3,12
C0065,2023Q3,50
C0210,2023Q3,119
C0729,2023Q3,4
C0272,2023Q3,104
C0056,2023Q3,168
C0446,2023Q3,159
C0029,2023Q3,64
C0290,2023Q3,170
C0132,2023Q3,179
C0063,2023Q3,238
C0302,2023Q3,137
C0362,2023Q3,321
C0009,2023Q3,372
C0727,2023Q3,84
C0253,2023Q3,163
C0047,2023Q3,182
C0436,2023Q3,246
C0408,2023Q3,124
C0338,2023Q3,216
C0368,2023Q3,78
C0203,2023Q3,94
C0080,2023Q3,278
C0060,2023Q3,536
C0186,2023Q3,130
C0061,2023Q3,186
C0667,2023Q3,45
C0145,2023Q3,96
C0280,2023Q3,106
C0463,2023Q3,119
C0103,2023Q3,167
C0366,2023Q3,156
C0221,2023Q3,183
C0254,2023Q3,358
C0486,2023Q3,243
C0011,2023Q3,138
C0138,2023Q3,186
C0211,2023Q3,214
C0445,2023Q3,51
C0414,2023Q3,142
C0370,2023Q3,18
C0105,2023Q3,153
C0551,2023Q3,23
C0100,2023Q3,83
C0083,2023Q3,106
C0552,2023Q3,56
C0474,2023Q3,121
C0275,2023Q3,147
C0109,2023Q3,174
C0630,2023Q3,38
C0484,2023Q3,128
C0354,2023Q3,155
C0007,2023Q3,121
C0143,2023Q3,155
C0282,2023Q3,117
C0458,2023Q3,91
C0311,2023Q3,148
C0085,2023Q3,102
C0020,2023Q3,128
C0364,2023Q3,75
C0456,2023Q3,4
C0055,2023Q3,95
C0256,2023Q3,192
C0071,2023Q3,130
C0645,2023Q3,13
C0472,2023Q3,184
C0543,2023Q3,14
C0177,2023Q3,110
C0064,2023Q3,7
C0416,2023Q3,115
C0292,2023Q3,44
C0415,2023Q3,53
C0238,2023Q3,45
C0160,2023Q3,24
C0394,2023Q3,158
C0469,2023Q3,73
C0309,2023Q3,19
C0088,2023Q3,106
C0299,2023Q3,12
C0609,2023Q3,7
C0403,2023Q3,43
C0564,2023Q3,53
C0725,2023Q3,18
C0555,2023Q3,54
C0539,2023Q3,9
C0242,2023Q3,24
C0675,2023Q3,49
C0672,2023Q3,49
C0740,2023Q3,4
C0678,2021Q2,32
C0164,2023Q3,57
C0566,2023Q3,15
C0681,2023Q3,8
C0733,2023Q3,1
C0096,2023Q3,2
C0077,2023Q3,5
C0182,2023Q3,36
C0499,2023Q3,8
C0576,2023Q3,28
C0600,2023Q3,18
C0536,2023Q3,1
C0525,2023Q3,13
C0246,2023Q3,33
C0281,2023Q1,11
C0177,2023Q4,110
C0540,2023Q3,12
C0329,2023Q3,3
C0578,2023Q3,11
C0710,2023Q3,8
C0470,2023Q3,1
C0441,2023Q3,15
C0489,2023Q3,6
C0187,2023Q3,6
C0741,2023Q3,8
C0079,2023Q3,3
C0624,2023Q3,12
C0674,2023Q3,6
C0620,2023Q3,2
C0438,2023Q1,12
C0432,2022Q1,13
C0205,2020Q1,192
C0646,2023Q3,6
C0108,2023Q3,1
C0051,2023Q3,3
C0167,2026Q2,116
C0519,2023Q3,12
C0228,2024Q2,83
C0008,2023Q3,2
C0035,2023Q3,11
C0030,2023Q3,12
C0553,2026Q2,108
C0507,2023Q3,2
C0438,2023Q3,5
C0652,2023Q3,2
C0410,2024Q1,217
C0722,2023Q3,1
C0449,2023Q1,11
C0177,2020Q2,131
C0287,2021Q3,73
C0544,2023Q3,3
C0320,2021Q2,93
C0060,2023Q4,601
C0369,2023Q4,380
C0088,2023Q4,109
C0445,2023Q4,78
C0486,2023Q4,303
C0493,2023Q4,252
C0195,2023Q4,176
C0630,2023Q4,37
C0020,2023Q4,156
C0210,2023Q4,120
C0211,2023Q4,221
C0465,2023Q4,147
C0145,2023Q4,121
C0241,2023Q4,196
C0256,2023Q4,186
C0132,2023Q4,244
C0208,2023Q4,102
C0155,2023Q4,491
C0414,2023Q4,127
C0143,2023Q4,190
C0080,2023Q4,306
C0061,2023Q4,214
C0461,2023Q4,232
C0009,2023Q4,447
C0100,2023Q4,110
C0221,2023Q4,237
C0275,2023Q4,164
C0254,2023Q4,399
C0458,2023Q4,63
C0138,2023Q4,187
C0408,2023Q4,109
C0338,2023Q4,206
C0252,2023Q4,112
C0405,2023Q4,133
C0047,2023Q4,237
C0282,2023Q4,136
C0463,2023Q4,107
C0011,2023Q4,157
C0278,2023Q4,361
C0105,2023Q4,171
C0056,2023Q4,159
C0203,2023Q4,98
C0307,2023Q4,181
C0416,2023Q4,118
C0727,2023Q4,96
C0576,2023Q4,45
C0415,2023Q4,55
C0366,2023Q4,153
C0071,2023Q4,127
C0007,2023Q4,134
C0436,2023Q4,264
C0555,2023Q4,43
C0129,2023Q4,218
C0253,2023Q4,185
C0394,2023Q4,159
C0302,2023Q4,127
C0354,2023Q4,191
C0004,2023Q4,197
C0186,2023Q4,126
C0085,2023Q4,116
C0446,2023Q4,180
C0124,2023Q4,43
C0063,2023Q4,247
C0196,2023Q4,221
C0484,2023Q4,159
C0066,2023Q4,92
C0048,2023Q4,130
C0280,2023Q4,90
C0103,2023Q4,148
C0725,2023Q4,20
C0472,2023Q4,152
C0710,2023Q4,7
C0675,2023Q4,54
C0055,2023Q4,78
C0029,2023Q4,106
C0364,2023Q4,73
C0368,2023Q4,81
C0290,2023Q4,167
C0362,2023Q4,405
C0169,2023Q4,150
C0238,2023Q4,50
C0161,2023Q4,57
C0086,2023Q4,216
C0311,2023Q4,122
C0272,2023Q4,105
C0455,2023Q4,192
C0164,2023Q4,68
C0564,2023Q4,51
C0552,2023Q4,57
C0469,2023Q4,56
C0030,2023Q4,21
C0083,2023Q4,106
C0474,2023Q4,135
C0292,2023Q4,73
C0246,2023Q4,32
C0609,2023Q4,13
C0441,2023Q4,15
C0540,2023Q4,18
C0525,2023Q4,13
C0612,2023Q4,2
C0370,2023Q4,18
C0182,2023Q4,37
C0646,2023Q4,5
C0674,2023Q4,11
C0667,2023Q4,41
C0495,2023Q4,3
C0624,2023Q4,13
C0054,2023Q1,4
C0299,2023Q4,15
C0309,2023Q4,14
C0681,2023Q4,13
C0527,2023Q4,47
C0403,2023Q4,31
C0672,2023Q4,51
C0065,2023Q4,43
C0653,2022Q3,6
C0160,2023Q4,22
C0429,2024Q1,220
C0578,2023Q4,13
C0320,2024Q1,296
C0008,2023Q4,5
C0035,2023Q4,13
C0566,2023Q4,14
C0645,2023Q4,6
C0329,2023Q4,13
C0543,2023Q4,9
C0046,2020Q1,81
C0737,2022Q1,10
C0146,2021Q1,308
C0197,2020Q3,59
C0239,2021Q3,128
C0661,2022Q1,5
C0001,2022Q1,4
C0706,2022Q1,2
C0748,2022Q1,2
C0717,2022Q1,2
C0596,2022Q1,3
C0707,2022Q1,7
C0635,2022Q1,8
C0629,2022Q1,8
C0637,2022Q1,6
C0305,2022Q1,3
C0478,2021Q2,152
C0324,2020Q1,243
C0213,2020Q1,101
C0460,2021Q1,166
C0160,2020Q2,35
C0651,2021Q3,41
C0424,2021Q2,95
C0017,2020Q1,147
C0464,2021Q1,108
C0509,2020Q4,33
C0018,2020Q1,85
C0069,2021Q1,164
C0068,2020Q3,87
C0348,2021Q2,102
C0206,2021Q2,144
C0537,2020Q1,427
C0480,2020Q4,2
C0353,2020Q1,23
C0553,2020Q1,24
C0271,2021Q3,138
C0462,2021Q1,112
C0150,2021Q3,48
C0225,2020Q4,152
C0068,2021Q2,80
C0115,2021Q2,87
C0290,2020Q2,207
C0457,2020Q3,92
C0117,2020Q4,150
C0318,2021Q3,56
C0120,2020Q3,77
C0430,2020Q1,121
C0686,2020Q4,18
C0308,2021Q2,17
C0098,2020Q3,106
C0112,2020Q1,53
C0378,2021Q1,162
C0153,2021Q1,121
C0657,2021Q1,12
C0481,2020Q1,181
C0615,2021Q1,33
C0010,2021Q1,139
C0385,2020Q1,188
C0416,2020Q2,109
C0371,2021Q2,93
C0357,2020Q3,77
C0408,2020Q2,141
C0306,2020Q1,225
C0076,2020Q4,257
C0171,2020Q3,99
C0304,2020Q4,325
C0327,2021Q2,82
C0417,2020Q1,129
C0161,2020Q2,94
C0353,2022Q2,9
C0411,2022Q2,2
C0673,2022Q2,5
C0642,2021Q2,7
C0561,2022Q2,3
C0663,2022Q2,1
C0726,2022Q2,3
C0607,2022Q3,6
C0613,2022Q3,3
C0402,2020Q3,187
C0554,2022Q3,5
C0541,2022Q3,10
C0590,2020Q3,24
C0726,2022Q3,4
C0245,2020Q4,206
C0709,2022Q3,3
C0321,2020Q4,32
C0565,2022Q3,11
C0466,2022Q3,3
C0497,2022Q3,2
C0206,2024Q1,347
C0312,2020Q4,22
C0210,2020Q2,109
C0685,2020Q4,7
C0212,2021Q1,175
C0180,2022Q3,6
C0719,2022Q3,4
C0488,2022Q3,4
C0042,2022Q3,5
C0120,2021Q2,98
C0163,2021Q1,60
C0574,2022Q3,6
C0586,2022Q3,8
C0561,2022Q3,5
C0353,2022Q3,6
C0176,2021Q1,352
C0123,2024Q2,144
C0039,2022Q1,9
C0301,2021Q1,97
C0563,2022Q3,2
C0052,2022Q3,10
C0350,2021Q2,133
C0632,2022Q3,9
C0471,2022Q1,9
C0322,2022Q3,5
C0190,2022Q3,1
C0141,2020Q4,157
C0678,2020Q3,52
C0327,2020Q3,66
C0382,2020Q4,286
C0123,2020Q1,164
C0112,2020Q4,29
C0476,2021Q2,170
C0338,2020Q2,136
C0391,2020Q4,117
C0199,2021Q2,7
C0647,2021Q1,34
C0162,2021Q1,45
C0643,2022Q1,1
C0047,2025Q2,295
C0571,2021Q4,5
C0477,2022Q3,3
C0292,2020Q2,28
C0125,2021Q1,170
C0411,2022Q3,6
C0638,2022Q3,2
C0270,2020Q4,156
C0277,2020Q4,133
C0346,2020Q4,96
C0404,2023Q1,6
C0051,2023Q1,30
C0294,2021Q2,23
C0209,2020Q4,124
C0098,2024Q1,160
C0212,2021Q3,132
C0409,2021Q3,126
C0014,2023Q1,1
C0004,2020Q2,137
C0018,2020Q4,40
C0058,2024Q1,369
C0186,2020Q2,139
C0335,2023Q2,4
C0314,2024Q2,5
C0269,2020Q3,153
C0721,2023Q1,5
C0008,2023Q1,13
C0041,2023Q1,3
C0453,2022Q4,1
C0588,2022Q1,1
C0162,2021Q3,32
C0439,2020Q4,60
C0445,2020Q2,65
C0470,2023Q4,4
C0464,2021Q3,96
C0710,2023Q1,2
C0280,2020Q2,96
C0132,2020Q2,193
C0055,2020Q2,96
C0432,2022Q4,7
C0340,2020Q3,200
C0045,2020Q3,222
C0579,2022Q4,1
C0537,2020Q4,335
C0388,2020Q1,9
C0018,2026Q2,159
C0269,2021Q2,144
C0355,2021Q2,165
C0590,2021Q2,27
C0026,2021Q2,57
C0429,2020Q3,156
C0424,2020Q3,157
C0399,2020Q3,284
C0134,2020Q4,122
C0385,2020Q4,119
C0214,2021Q2,74
C0444,2021Q4,22
C0181,2021Q3,60
C0623,2021Q4,9
C0623,2021Q3,10
C0444,2021Q3,40
C0374,2023Q1,2
C0206,2020Q3,195
C0167,2020Q1,204
C0304,2020Q1,555
C0434,2023Q1,3
C0603,2021Q2,57
C0544,2023Q1,4
C0016,2021Q2,147
C0567,2023Q1,1
C0090,2023Q1,13
C0199,2023Q2,5
C0392,2023Q2,15
C0173,2023Q2,8
C0529,2023Q2,7
C0748,2023Q2,2
C0588,2023Q2,1
C0053,2023Q2,12
C0661,2023Q2,4
C0090,2023Q3,5
C0281,2023Q3,6
C0612,2023Q3,3
C0567,2023Q3,3
C0212,2026Q3,166
C0194,2026Q2,306
C0282,2020Q2,116
C0449,2023Q3,1
C0041,2023Q3,1
C0395,2021Q3,113
C0671,2020Q3,66
C0500,2020Q3,7
C0029,2020Q2,76
C0600,2023Q4,13
C0242,2023Q4,18
C0722,2023Q4,2
C0489,2023Q4,6
C0096,2023Q4,5
C0492,2023Q4,2
C0063,2020Q2,217
C0551,2023Q4,24
C0519,2023Q4,8
C0539,2023Q4,9
C0740,2023Q4,4
C0064,2023Q4,3
C0187,2023Q4,5
C0350,2024Q1,372
C0499,2023Q4,8
C0356,2023Q4,10
C0108,2023Q4,3
C0686,2026Q1,57
C0006,2023Q4,8
C0449,2023Q4,4
C0585,2023Q4,3
C0423,2024Q3,272
C0077,2023Q4,5
C0678,2025Q3,26
C0428,2024Q1,195
C0729,2023Q4,5
C0591,2023Q4,7
C0327,2024Q1,177
C0399,2024Q1,379
C0342,2024Q1,255
C0420,2024Q1,166
C0340,2024Q1,263
C0059,2024Q1,228
C0263,2024Q1,374
C0367,2024Q1,234
C0343,2024Q1,367
C0158,2024Q1,477
C0602,2024Q1,100
C0197,2024Q1,116
C0002,2024Q1,360
C0330,2024Q1,380
C0045,2024Q1,270
C0636,2024Q1,71
C0423,2024Q1,375
C0230,2024Q1,149
C0255,2024Q1,368
C0557,2024Q1,194
C0218,2024Q1,572
C0478,2024Q1,424
C0452,2024Q1,332
C0057,2024Q1,232
C0298,2024Q1,157
C0102,2024Q1,366
C0371,2024Q1,155
C0454,2024Q1,145
C0406,2024Q1,100
C0026,2024Q1,85
C0288,2024Q1,39
C0695,2024Q1,45
C0544,2023Q4,1
C0676,2024Q1,94
C0285,2024Q1,280
C0347,2024Q1,168
C0073,2024Q1,337
C0040,2024Q1,716
C0136,2024Q1,319
C0457,2024Q1,189
C0201,2024Q1,215
C0258,2024Q1,671
C0068,2024Q1,165
C0152,2024Q1,219
C0468,2024Q1,449
C0451,2024Q1,229
C0037,2024Q1,706
C0269,2024Q1,234
C0313,2024Q1,251
C0115,2024Q1,185
C0264,2024Q1,475
C0642,2024Q1,75
C0234,2024Q1,182
C0402,2024Q1,321
C0468,2025Q3,368
C0062,2024Q1,206
C0016,2024Q1,208
C0476,2024Q1,351
C0437,2024Q1,193
C0316,2024Q1,191
C0300,2024Q1,195
C0747,2024Q1,66
C0357,2024Q1,199
C0426,2024Q1,361
C0572,2024Q1,98
C0144,2024Q1,148
C0214,2024Q1,153
C0603,2024Q1,93
C0127,2024Q1,260
C0485,2024Q1,334
C0171,2024Q1,203
C0424,2024Q1,168
C0348,2024Q1,259
C0179,2024Q1,107
C0593,2024Q1,196
C0743,2024Q1,51
C0003,2024Q1,69
C0266,2024Q1,214
C0420,2021Q2,108
C0392,2024Q1,36
C0694,2024Q1,25
C0178,2024Q1,210
C0516,2024Q1,48
C0515,2024Q1,45
C0249,2024Q1,213
C0590,2024Q1,36
C0001,2024Q1,12
C0289,2024Q1,188
C0418,2024Q1,81
C0643,2024Q1,4
C0501,2024Q1,71
C0012,2024Q1,135
C0728,2024Q1,205
C0671,2024Q1,123
C0135,2024Q1,7
C0326,2024Q1,135
C0171,2024Q3,121
C0529,2024Q1,22
C0245,2024Q2,227
C0295,2024Q4,112
C0537,2024Q2,661
C0206,2025Q3,293
C0534,2024Q2,57
C0259,2024Q2,255
C0355,2024Q1,181
C0027,2024Q1,127
C0662,2024Q1,26
C0310,2021Q3,78
C0386,2020Q4,148
C0653,2021Q3,11
C0563,2021Q1,10
C0298,2020Q2,126
C0209,2021Q3,152
C0141,2021Q3,187
C0716,2021Q3,8
C0063,2020Q3,225
C0678,2020Q2,48
C0465,2021Q2,185
C0723,2021Q1,66
C0501,2020Q2,16
C0374,2021Q2,2
C0365,2020Q1,26
C0474,2021Q2,127
C0265,2020Q1,58
C0193,2021Q3,17
C0076,2021Q3,234
C0009,2021Q2,302
C0144,2020Q2,90
C0059,2020Q2,127
C0409,2020Q1,188
C0472,2021Q2,184
C0340,2020Q2,185
C0582,2020Q4,33
C0069,2020Q4,86
C0200,2021Q3,146
C0474,2020Q3,146
C0241,2021Q2,156
C0103,2021Q2,145
C0105,2021Q2,168
C0056,2021Q2,136
C0587,2021Q1,68
C0718,2020Q1,34
C0357,2020Q2,76
C0048,2020Q3,127
C0665,2020Q4,17
C0468,2020Q2,142
C0028,2020Q4,73
C0336,2021Q3,24
C0179,2020Q2,54
C0343,2020Q2,153
C0235,2020Q4,152
C0250,2020Q1,169
C0061,2021Q2,180
C0246,2020Q3,25
C0019,2020Q4,120
C0716,2021Q1,10
C0054,2021Q2,3
C0177,2020Q3,118
C0154,2021Q3,145
C0247,2020Q4,120
C0296,2020Q1,78
C0075,2021Q3,120
C0088,2020Q3,103
C0280,2020Q3,79
C0398,2021Q3,138
C0407,2021Q1,146
C0021,2020Q4,130
C0552,2020Q3,40
C0714,2021Q3,74
C0530,2021Q3,141
C0572,2020Q2,23
C0133,2020Q4,149
C0489,2020Q3,5
C0550,2021Q1,28
C0282,2021Q2,107
C0700,2020Q1,88
C0217,2021Q3,91
C0360,2020Q1,178
C0202,2020Q1,280
C0539,2021Q2,11
C0061,2020Q3,147
C0293,2020Q4,109
C0459,2020Q4,146
C0163,2020Q4,37
C0254,2020Q3,275
C0015,2020Q4,155
C0406,2020Q2,49
C0592,2021Q3,54
C0478,2020Q2,127
C0308,2020Q2,32
C0214,2020Q2,92
C0337,2020Q4,48
C0097,2020Q1,72
C0370,2020Q3,11
C0404,2020Q3,3
C0431,2020Q1,281
C0009,2020Q3,245
C0075,2021Q1,213
C0127,2020Q2,128
C0342,2020Q2,147
C0177,2021Q2,98
C0490,2021Q1,33
C0445,2020Q3,73
C0598,2020Q4,16
C0079,2021Q2,3
C0436,2021Q2,135
C0410,2020Q2,147
C0445,2021Q2,84
C0680,2020Q1,75
C0052,2021Q1,16
C0422,2020Q2,5
C0066,2020Q3,74
C0099,2020Q1,6
C0146,2020Q1,254
C0238,2021Q2,47
C0115,2020Q2,101
C0582,2020Q1,47
C0309,2020Q3,15
C0631,2020Q1,13
C0122,2020Q4,311
C0539,2020Q3,14
C0276,2020Q1,447
C0203,2021Q2,90
C0155,2021Q2,306
C0011,2021Q2,80
C0351,2020Q1,20
C0374,2020Q3,1
