family,trial,spearman,top20_overlap,max_rank_shift,weight_volume,weight_citation,weight_institutions,weight_persistence,weight_current,weight_multiyear_growth,weight_recent_growth,weight_trend,weight_quarter_consistency,weight_institution_expansion,weight_patents,weight_policies,weight_relative_share,weight_papers
core,71,0.999362029264423,1.0,16.0,0.43853005882758056,0.17965499887497977,0.1245055849797909,0.16339270464232564,0.09391665267532315,,,,,,,,,
core,72,0.9995363180117731,0.95,20.0,0.3556389752678633,0.2189617118407309,0.12866910484007207,0.18636968138880278,0.11036052666253082,,,,,,,,,
core,73,0.9997323028521562,1.0,14.0,0.3896224864512183,0.18406895982837157,0.17875382394934833,0.1308130550640099,0.11674167470705187,,,,,,,,,
core,74,0.999896511556283,1.0,7.0,0.3986414915686375,0.1944224541376188,0.13746756700186027,0.1670157616357285,0.1024527256561549,,,,,,,,,
core,75,0.9999330877131215,1.0,6.0,0.39073575709190195,0.20650737711643136,0.14096651360345064,0.14998714105192643,0.11180321113628951,,,,,,,,,
core,76,0.9998821594947415,1.0,10.0,0.4100411440817269,0.19142403128806945,0.1495057962730726,0.16444407973760533,0.08458494861952559,,,,,,,,,
core,77,0.9997564469556861,1.0,13.0,0.42425657028440616,0.1887716330490758,0.15783331828114,0.11877995597468873,0.11035852241068934,,,,,,,,,
core,78,0.9996163823550891,0.95,12.0,0.35311982353973875,0.21647664746846534,0.14903301587159687,0.16838940498825813,0.1129811081319409,,,,,,,,,
core,79,0.9991114201898114,0.95,20.0,0.3419979212700264,0.2229864561126784,0.17056526380104817,0.16292351784420578,0.10152684097204123,,,,,,,,,
core,80,0.9996275664030463,1.0,13.0,0.3968588162770174,0.17679522907073214,0.1794881129611164,0.14371730242467431,0.10314053926645984,,,,,,,,,
core,81,0.9995159179242975,1.0,13.0,0.4155661974002192,0.17334310484816307,0.17726836327181358,0.14724125533552618,0.08658107914427789,,,,,,,,,
core,82,0.9999060635972421,1.0,9.0,0.41528622160536816,0.1925947991129107,0.15246222927215852,0.13727979919037175,0.10237695081919085,,,,,,,,,
core,83,0.9980662157079744,0.95,27.0,0.3444957423976182,0.241730798196448,0.14663901550818423,0.15571230886159754,0.11142213503615213,,,,,,,,,
core,84,0.9996082703203047,1.0,14.0,0.43571663868570226,0.18273109143145239,0.14773252573729434,0.12705509349171804,0.10676465065383309,,,,,,,,,
core,85,0.9988688751497782,0.95,21.0,0.38190335440225587,0.22820390634619586,0.15668855835899226,0.15171714158459543,0.08148703930796068,,,,,,,,,
core,86,0.9995198539411753,0.95,12.0,0.37181298838450705,0.2186001805321893,0.15773086028878916,0.15020926137395826,0.1016467094205562,,,,,,,,,
core,87,0.9972279401134487,0.95,30.0,0.37010403663709057,0.2526355688383326,0.13412449264095389,0.15353861532232108,0.08959728656130188,,,,,,,,,
core,88,0.9997993111394876,1.0,11.0,0.3807672304444265,0.20945912204437805,0.15138225533802735,0.16729344510402192,0.0910979470691462,,,,,,,,,
core,89,0.9979872073691867,0.95,26.0,0.3585594149555961,0.23729712438589043,0.17421978008816283,0.13374097404246568,0.09618270652788491,,,,,,,,,
core,90,0.998700874429391,1.0,27.0,0.4326931680011176,0.1610819912582372,0.1725925908371029,0.12267467100377387,0.11095757889976822,,,,,,,,,
core,91,0.9999257436816305,1.0,6.0,0.4061461358445139,0.2034874140574023,0.15178394223174022,0.13165716340142392,0.10692534446491957,,,,,,,,,
core,92,0.9997283188350726,1.0,15.0,0.36233917613197336,0.2040503661921213,0.1890669067342838,0.1341653460542147,0.1103782048874068,,,,,,,,,
core,93,0.9996873266592983,1.0,11.0,0.38531913488036,0.21507017454610647,0.15203026833836494,0.14924036436480476,0.0983400578703638,,,,,,,,,
core,94,0.9993670692860346,0.95,15.0,0.37082554378927807,0.21925587878099098,0.16121922529829924,0.16176855981295837,0.08693079231847327,,,,,,,,,
core,95,0.9990299638405263,1.0,17.0,0.4233438248882248,0.16670772962149902,0.1572630780620936,0.16440576653866637,0.08827960088951622,,,,,,,,,
core,96,0.999638366449357,1.0,11.0,0.4117332916432019,0.18787534649500667,0.12412898392883243,0.16540060394586317,0.11086177398709585,,,,,,,,,
core,97,0.9996074543168056,1.0,15.0,0.37934826587648657,0.2124959053933637,0.17054180270707867,0.125640409524301,0.11197361649877016,,,,,,,,,
core,98,0.9993061090246369,1.0,17.0,0.367440606785743,0.1709693520834105,0.1825188162892363,0.15251252210263022,0.1265587027389799,,,,,,,,,
core,99,0.9992601728276626,0.95,17.0,0.356746005231609,0.2227001309862373,0.1598337419584111,0.1573525679406275,0.10336755388311514,,,,,,,,,
core,100,0.9995867662280951,1.0,12.0,0.4180823783395272,0.18319184309911643,0.13397908451367502,0.1621550355962457,0.10259165845143565,,,,,,,,,
core,101,0.9984673054278471,0.95,23.0,0.39487638670677355,0.23379738780077547,0.15730631161070918,0.13409173056773438,0.07992818331400753,,,,,,,,,
core,102,0.9999103836157665,1.0,7.0,0.4088462377286738,0.19665385792008533,0.1540519878923177,0.1602990747871175,0.08014884167180555,,,,,,,,,
core,103,0.9996842066459195,0.95,12.0,0.44069452669297254,0.21595439635911512,0.1331563821996874,0.11535593998315133,0.09483875476507352,,,,,,,,,
core,104,0.9987942828299263,1.0,26.0,0.4725536998234439,0.17101578253904912,0.12212856924009177,0.13511236278144004,0.09918958561597507,,,,,,,,,
core,105,0.9985105056130895,0.95,24.0,0.34691557185426586,0.23357553292640498,0.1643429373129881,0.15229116559931552,0.1028747923070255,,,,,,,,,
core,106,0.9999046715912733,1.0,7.0,0.4183356509682256,0.1952285817797477,0.15411107730026832,0.15306121656617014,0.07926347338558812,,,,,,,,,
core,107,0.9996138863443861,1.0,11.0,0.39034519025224035,0.21461179331949148,0.16218041662985744,0.14084261628690725,0.09201998351150341,,,,,,,,,
core,108,0.998037559585097,0.95,25.0,0.36218195244245893,0.2368439292962064,0.16981714387007735,0.14418872247563483,0.08696825191562249,,,,,,,,,
core,109,0.9998231672417827,1.0,10.0,0.3682460370093224,0.2073477092576254,0.16515748549760356,0.16053614120612875,0.09871262702931989,,,,,,,,,
core,110,0.9996133583421221,0.95,12.0,0.383851557634421,0.21527434771152265,0.14928383633134296,0.16389207619536203,0.08769818212735125,,,,,,,,,
core,111,0.9994692617242358,0.95,15.0,0.40529207907874837,0.22269045232524073,0.1377894365735696,0.1269907171951556,0.10723731482728563,,,,,,,,,
core,112,0.9995667021420602,0.95,12.0,0.40537308677450956,0.21740802018279012,0.15251716487749614,0.13306932886627448,0.09163239929892958,,,,,,,,,
