category_id,year0_institutions,year1_institutions,year2_institutions,year3_institutions,year4_institutions,recent_institutions,core_institutions_1y,core_institutions_3y,core_institutions_5y,citation_cohort_percentile
N0048,21,39,58,30,47,21,21,115,179,0.5017606876513522
N0049,19,34,25,24,13,19,19,76,109,0.20488892331481143
N0050,90,170,104,89,101,90,90,330,472,0.5820465290611833
N0051,65,67,46,25,30,65,65,166,203,0.5242811430931666
N0052,18,8,12,40,40,18,18,38,114,0.31964659711165494
N0053,67,53,54,52,55,67,67,162,258,0.3519820593816621
N0054,34,38,56,68,96,34,34,122,254,0.423153996853559
N0055,33,17,14,22,20,33,33,59,97,0.5247929350449224
N0056,21,11,19,5,10,21,21,51,65,0.4050616108498672
N0057,24,34,35,27,36,24,24,87,143,0.4391275757606211
N0058,46,113,51,30,34,46,46,184,233,0.525112686242821
N0059,27,49,9,7,10,27,27,84,99,0.3870818385443441
N0060,106,123,79,64,60,106,106,266,345,0.5756392316140165
N0061,108,143,59,47,39,108,108,274,341,0.5182725488941751
N0062,42,71,62,69,75,42,42,159,239,0.5182734628293356
N0063,133,142,89,61,45,133,133,336,431,0.3825843178260596
N0064,176,241,148,68,79,176,176,496,584,0.5707633021280916
N0065,61,66,55,58,34,61,61,169,238,0.43989792302302744
N0066,57,46,31,26,34,57,57,130,183,0.3938806877882478
N0067,32,88,33,45,29,32,32,147,211,0.36112680105758765
N0068,13,27,25,28,7,13,13,64,96,0.43222596814651326
N0069,0,0,0,0,0,0,0,0,0,0.0
N0070,172,93,131,133,109,172,172,366,564,0.4602654444030766
N0071,29,62,55,44,32,29,29,137,198,0.5947810886886341
N0072,2,0,2,4,2,2,2,4,10,0.34490341403610475
N0073,26,34,11,20,31,26,26,70,114,0.33261836960936203
N0074,24,27,20,27,17,24,24,68,107,0.35397364627088823
N0075,19,33,38,29,22,19,19,89,135,0.5341237891112979
N0076,88,87,41,30,32,88,88,199,247,0.49703499880459556
N0077,113,103,110,103,102,113,113,288,441,0.43318644711885246
N0078,104,111,131,98,105,104,104,308,431,0.620654053554754
N0079,11,35,24,29,20,11,11,67,109,0.49659643404984
N0080,12,12,16,11,11,12,12,39,58,0.4313141723162628
N0081,59,46,49,31,48,59,59,142,200,0.6966103405201268
N0082,108,61,58,71,50,108,108,178,245,0.5810478430626105
N0083,47,106,119,65,76,47,47,263,382,0.375597064004795
N0084,86,103,73,52,41,86,86,230,297,0.6411206980467405
N0085,35,43,32,39,28,35,35,107,165,0.6078941941946866
N0086,39,48,37,17,14,39,39,116,145,0.3132838113465557
N0087,79,86,46,37,38,79,79,200,264,0.2888606657698988
N0088,86,89,42,22,34,86,86,203,251,0.5301523929359864
N0089,46,31,30,5,17,46,46,99,116,0.5860308713614784
N0090,40,13,30,52,40,40,40,83,165,0.5651518191444528
N0091,3,0,0,6,2,3,3,3,11,0.14172774602084465
N0092,103,132,64,32,44,103,103,282,343,0.49256002216344114
N0093,21,29,18,36,26,21,21,67,126,0.4562411725907303
N0094,57,102,46,17,20,57,57,202,235,0.38778873471386
N0095,103,102,72,47,54,103,103,247,329,0.5423352079757796
N0096,6,53,51,32,26,6,6,92,136,0.35566843768599493
N0097,65,37,36,73,62,65,65,132,246,0.4612483250752855
N0098,0,28,19,10,12,0,0,46,67,0.46824648981071904
N0099,33,22,21,19,12,33,33,74,100,0.3843377128148639
N0100,3,53,11,20,26,3,3,66,104,0.4707483151249526
N0101,50,13,28,23,24,50,50,90,130,0.22173633226541012
N0102,122,112,71,38,101,122,122,289,406,0.3488585416480678
N0103,62,25,63,71,41,62,62,145,249,0.3464935761234738
N0104,7,33,23,7,7,7,7,61,74,0.42762561776639707
N0105,38,64,35,32,44,38,38,134,199,0.34616532143117346
N0106,40,32,48,56,48,40,40,113,201,0.5070242456390701
N0107,65,61,57,20,39,65,65,170,216,0.3753353372127273
N0108,17,47,32,26,18,17,17,89,127,0.4871087803574417
N0109,59,39,38,33,32,59,59,131,183,0.4430159354625168
N0110,66,72,67,50,14,66,66,197,255,0.5605044972541489
N0111,62,58,41,30,23,62,62,150,190,0.31649184179004863
N0112,52,44,54,60,62,52,52,145,239,0.5099002026874608
N0113,96,134,64,91,58,96,96,253,359,0.5802940431691289
N0114,39,78,19,16,12,39,39,132,157,0.5375018500895685
N0115,84,33,57,47,56,84,84,162,247,0.5704202831490187
N0116,13,49,22,49,30,13,13,79,149,0.29462104100896747
N0117,67,76,65,39,55,67,67,189,261,0.5139412571678114
N0118,65,112,106,64,82,65,65,252,345,0.5216422161469662
N0119,105,105,47,10,17,105,105,249,274,0.42090527038980186
N0120,84,111,153,88,54,84,84,319,434,0.3054219839193404
N0121,101,91,74,58,86,101,101,240,353,0.5105996613409653
N0122,65,27,44,59,46,65,65,129,222,0.517660768740672
N0123,50,103,45,76,41,50,50,191,288,0.5117062018252047
N0124,60,64,78,55,34,60,60,181,248,0.500415735420131
