family,scenario,category_id,name,selected,core_papers,recent_papers,multiyear_share_ratio,share_growth_ratio,historical_peak_ratio,score
emerging,remove_gate_lower95,C0216,电力可靠性与电气安全,True,1691,849,1.4761439300561685,1.492985283114308,1.3647258968951717,83.93297380585516
emerging,remove_gate_lower95,C0245,碳基超级电容器电极,False,3401,1182,0.7846982701636597,0.8207528908168754,0.7294090983736239,21.286594761171035
emerging,remove_gate_lower95,C0246,虚拟电厂资源聚合与调度,True,838,409,1.534586688487668,1.3254428765407194,1.3254428765407194,86.99537750385208
emerging,remove_gate_lower95,C0251,充电站选址与充电调度,True,4232,1935,1.3440668482677849,1.191797691860569,1.191797691860569,80.16178736517719
emerging,remove_gate_lower95,C0254,电催化析氢与界面调控,False,7105,2826,1.0120780688099824,0.9740061323493576,0.9740061323493576,51.51771956856703
emerging,remove_gate_lower95,C0278,整体电催化水分解,False,5646,2050,0.8713491710270141,0.86267917918123,0.8622669112609365,30.93220338983051
emerging,remove_gate_lower95,C0294,电池管理与均衡控制,True,436,223,1.4059761327966191,1.5902277406154333,1.1527893542741778,88.13559322033898
emerging,remove_gate_lower95,C0348,智能电网信息安全与韧性,True,2863,1348,1.4800351701696377,1.259689799009449,1.259689799009449,85.27734976887518
emerging,remove_gate_lower95,C0381,光伏发电功率预测方法与装置,True,1046,525,1.6876313566282577,1.398272074392373,1.398272074392373,91.22496147919875
emerging,remove_gate_lower95,C0435,智能电表物联网与用能监测,True,2127,1085,1.5298727275775308,1.4695928795056847,1.42143352693126,88.52080123266565
emerging,remove_gate_lower95,C0443,建筑能效与居民供热用能,True,3699,1704,1.3732319381539142,1.2599497340327008,1.2599497340327008,81.46379044684129
emerging,remove_gate_lower95,C0473,二氧化碳地质封存与驱油,True,4231,1970,1.458064499153056,1.1933314278238298,1.1933314278238298,82.11479198767334
emerging,remove_gate_lower95,C0533,氮化镓功率与结器件,True,820,423,1.6411733053348834,1.5234027267175316,1.5234027267175316,91.92604006163327
emerging,remove_gate_lower95,C0534,氢能技术经济与生命周期,True,896,417,1.5117799799936882,1.156633002540099,1.156633002540099,82.268875192604
emerging,remove_gate_lower95,C0542,光伏组件故障与缺陷检测,True,652,315,1.5008452064766622,1.3304796752503365,1.3304796752503365,87.98921417565485
emerging,remove_gate_lower95,C0556,水系锌离子电池,False,3731,1435,1.0551852723863595,0.8866233375943027,0.8866233375943027,50.33898305084745
emerging,remove_gate_lower95,C0566,蒸汽重整制氢与合成气,True,223,113,1.422404584647933,1.8516901734610685,1.2485527351324948,88.09707241910631
emerging,remove_gate_lower95,C0600,直接空气捕碳,True,348,164,1.5220342192135776,1.3486750741251028,1.3415111009372669,87.75808936825885
emerging,remove_gate_lower95,C0665,换热器结构与传热强化,True,443,213,1.4876406164596103,1.3313914701192275,1.3313914701192275,84.93451463790446
emerging,remove_gate_lower95,C0713,电价预测,True,341,171,1.6813748306746594,1.4060655028112772,1.4060655028112772,88.27812018489983
emerging,remove_gate_lower95,C0725,废塑料回收与转化,True,382,181,1.2667219977378972,1.3264534407811992,1.1113991589244985,80.04237288135593
emerging,remove_gate_qvalue,C0060,超级电容器电极与器件,False,9225,3189,0.8163958554048202,0.8040360797794177,0.7940427147024803,21.741140215716488
emerging,remove_gate_qvalue,C0067,钙钛矿太阳能电池界面与器件性能,False,8342,2930,0.8255564387053278,0.8164809950755912,0.8164809950755912,24.699537750385208
emerging,remove_gate_qvalue,C0091,等离子体湍流与不稳定性,True,1677,817,1.4981468897663068,1.4243465963687316,1.366228383475059,87.36517719568566
emerging,remove_gate_qvalue,C0098,建筑与工业冷却节能,True,2120,1050,1.48090363932085,1.4896354108818262,1.313411122023526,85.68181818181817
emerging,remove_gate_qvalue,C0122,热电材料与热电性能优化,False,6784,2530,0.8839452657529008,0.9157714707820448,0.844350306186973,35.65100154083205
emerging,remove_gate_qvalue,C0155,电解水析氧催化,False,8501,3168,0.9341032608936916,0.8815747493183806,0.8815747493183806,40.97072419106318
emerging,remove_gate_qvalue,C0169,电池荷电状态健康状态与建模,False,3688,1583,1.215037163013985,1.0177315407559444,1.0177315407559444,69.47996918335902
emerging,remove_gate_qvalue,C0186,煤热解气化与煤质特性,True,2295,1166,1.4540163275718156,1.7143311071490004,1.179193458457365,87.91987673343606
emerging,remove_gate_qvalue,C0191,固态储氢材料与反应器,True,4130,1883,1.3642024178136134,1.2038379709870957,1.2038379709870957,81.14021571648689
emerging,remove_gate_qvalue,C0210,地热资源开发与换热,True,2773,1376,1.5050028945736893,1.4260598590712277,1.4260598590712277,88.94453004622495
emerging,remove_gate_qvalue,C0216,电力可靠性与电气安全,True,1691,849,1.4761439300561685,1.492985283114308,1.3647258968951717,83.93297380585516
emerging,remove_gate_qvalue,C0245,碳基超级电容器电极,False,3401,1182,0.7846982701636597,0.8207528908168754,0.7294090983736239,21.286594761171035
emerging,remove_gate_qvalue,C0246,虚拟电厂资源聚合与调度,True,838,409,1.534586688487668,1.3254428765407194,1.3254428765407194,86.99537750385208
emerging,remove_gate_qvalue,C0251,充电站选址与充电调度,True,4232,1935,1.3440668482677849,1.191797691860569,1.191797691860569,80.16178736517719
emerging,remove_gate_qvalue,C0254,电催化析氢与界面调控,False,7105,2826,1.0120780688099824,0.9740061323493576,0.9740061323493576,51.51771956856703
emerging,remove_gate_qvalue,C0278,整体电催化水分解,False,5646,2050,0.8713491710270141,0.86267917918123,0.8622669112609365,30.93220338983051
emerging,remove_gate_qvalue,C0294,电池管理与均衡控制,True,436,223,1.4059761327966191,1.5902277406154333,1.1527893542741778,88.13559322033898
emerging,remove_gate_qvalue,C0348,智能电网信息安全与韧性,True,2863,1348,1.4800351701696377,1.259689799009449,1.259689799009449,85.27734976887518
emerging,remove_gate_qvalue,C0381,光伏发电功率预测方法与装置,True,1046,525,1.6876313566282577,1.398272074392373,1.398272074392373,91.22496147919875
emerging,remove_gate_qvalue,C0435,智能电表物联网与用能监测,True,2127,1085,1.5298727275775308,1.4695928795056847,1.42143352693126,88.52080123266565
emerging,remove_gate_qvalue,C0443,建筑能效与居民供热用能,True,3699,1704,1.3732319381539142,1.2599497340327008,1.2599497340327008,81.46379044684129
emerging,remove_gate_qvalue,C0473,二氧化碳地质封存与驱油,True,4231,1970,1.458064499153056,1.1933314278238298,1.1933314278238298,82.11479198767334
emerging,remove_gate_qvalue,C0533,氮化镓功率与结器件,True,820,423,1.6411733053348834,1.5234027267175316,1.5234027267175316,91.92604006163327
emerging,remove_gate_qvalue,C0534,氢能技术经济与生命周期,True,896,417,1.5117799799936882,1.156633002540099,1.156633002540099,82.268875192604
emerging,remove_gate_qvalue,C0542,光伏组件故障与缺陷检测,True,652,315,1.5008452064766622,1.3304796752503365,1.3304796752503365,87.98921417565485
emerging,remove_gate_qvalue,C0556,水系锌离子电池,False,3731,1435,1.0551852723863595,0.8866233375943027,0.8866233375943027,50.33898305084745
emerging,remove_gate_qvalue,C0566,蒸汽重整制氢与合成气,True,223,113,1.422404584647933,1.8516901734610685,1.2485527351324948,88.09707241910631
emerging,remove_gate_qvalue,C0600,直接空气捕碳,True,348,164,1.5220342192135776,1.3486750741251028,1.3415111009372669,87.75808936825885
emerging,remove_gate_qvalue,C0665,换热器结构与传热强化,True,443,213,1.4876406164596103,1.3313914701192275,1.3313914701192275,84.93451463790446
emerging,remove_gate_qvalue,C0713,电价预测,True,341,171,1.6813748306746594,1.4060655028112772,1.4060655028112772,88.27812018489983
emerging,remove_gate_qvalue,C0725,废塑料回收与转化,True,382,181,1.2667219977378972,1.3264534407811992,1.1113991589244985,80.04237288135593
emerging,remove_gate_data_direction,C0060,超级电容器电极与器件,False,9225,3189,0.8163958554048202,0.8040360797794177,0.7940427147024803,21.741140215716488
emerging,remove_gate_data_direction,C0067,钙钛矿太阳能电池界面与器件性能,False,8342,2930,0.8255564387053278,0.8164809950755912,0.8164809950755912,24.699537750385208
emerging,remove_gate_data_direction,C0091,等离子体湍流与不稳定性,True,1677,817,1.4981468897663068,1.4243465963687316,1.366228383475059,87.36517719568566
emerging,remove_gate_data_direction,C0098,建筑与工业冷却节能,True,2120,1050,1.48090363932085,1.4896354108818262,1.313411122023526,85.68181818181817
emerging,remove_gate_data_direction,C0122,热电材料与热电性能优化,False,6784,2530,0.8839452657529008,0.9157714707820448,0.844350306186973,35.65100154083205
emerging,remove_gate_data_direction,C0123,磁约束等离子体运行与边界,True,2090,965,1.302538452427539,1.2688434735104972,1.194282401344905,76.79121725731895
emerging,remove_gate_data_direction,C0155,电解水析氧催化,False,8501,3168,0.9341032608936916,0.8815747493183806,0.8815747493183806,40.97072419106318
emerging,remove_gate_data_direction,C0169,电池荷电状态健康状态与建模,False,3688,1583,1.215037163013985,1.0177315407559444,1.0177315407559444,69.47996918335902
emerging,remove_gate_data_direction,C0186,煤热解气化与煤质特性,True,2295,1166,1.4540163275718156,1.7143311071490004,1.179193458457365,87.91987673343606
emerging,remove_gate_data_direction,C0191,固态储氢材料与反应器,True,4130,1883,1.3642024178136134,1.2038379709870957,1.2038379709870957,81.14021571648689
emerging,remove_gate_data_direction,C0210,地热资源开发与换热,True,2773,1376,1.5050028945736893,1.4260598590712277,1.4260598590712277,88.94453004622495
emerging,remove_gate_data_direction,C0216,电力可靠性与电气安全,True,1691,849,1.4761439300561685,1.492985283114308,1.3647258968951717,83.93297380585516
emerging,remove_gate_data_direction,C0245,碳基超级电容器电极,False,3401,1182,0.7846982701636597,0.8207528908168754,0.7294090983736239,21.286594761171035
emerging,remove_gate_data_direction,C0246,虚拟电厂资源聚合与调度,True,838,409,1.534586688487668,1.3254428765407194,1.3254428765407194,86.99537750385208
emerging,remove_gate_data_direction,C0251,充电站选址与充电调度,True,4232,1935,1.3440668482677849,1.191797691860569,1.191797691860569,80.16178736517719
emerging,remove_gate_data_direction,C0254,电催化析氢与界面调控,False,7105,2826,1.0120780688099824,0.9740061323493576,0.9740061323493576,51.51771956856703
emerging,remove_gate_data_direction,C0278,整体电催化水分解,False,5646,2050,0.8713491710270141,0.86267917918123,0.8622669112609365,30.93220338983051
emerging,remove_gate_data_direction,C0294,电池管理与均衡控制,True,436,223,1.4059761327966191,1.5902277406154333,1.1527893542741778,88.13559322033898
emerging,remove_gate_data_direction,C0348,智能电网信息安全与韧性,True,2863,1348,1.4800351701696377,1.259689799009449,1.259689799009449,85.27734976887518
emerging,remove_gate_data_direction,C0381,光伏发电功率预测方法与装置,True,1046,525,1.6876313566282577,1.398272074392373,1.398272074392373,91.22496147919875
emerging,remove_gate_data_direction,C0435,智能电表物联网与用能监测,True,2127,1085,1.5298727275775308,1.4695928795056847,1.42143352693126,88.52080123266565
emerging,remove_gate_data_direction,C0443,建筑能效与居民供热用能,True,3699,1704,1.3732319381539142,1.2599497340327008,1.2599497340327008,81.46379044684129
emerging,remove_gate_data_direction,C0473,二氧化碳地质封存与驱油,True,4231,1970,1.458064499153056,1.1933314278238298,1.1933314278238298,82.11479198767334
emerging,remove_gate_data_direction,C0533,氮化镓功率与结器件,True,820,423,1.6411733053348834,1.5234027267175316,1.5234027267175316,91.92604006163327
emerging,remove_gate_data_direction,C0534,氢能技术经济与生命周期,True,896,417,1.5117799799936882,1.156633002540099,1.156633002540099,82.268875192604
emerging,remove_gate_data_direction,C0542,光伏组件故障与缺陷检测,True,652,315,1.5008452064766622,1.3304796752503365,1.3304796752503365,87.98921417565485
emerging,remove_gate_data_direction,C0556,水系锌离子电池,False,3731,1435,1.0551852723863595,0.8866233375943027,0.8866233375943027,50.33898305084745
emerging,remove_gate_data_direction,C0566,蒸汽重整制氢与合成气,True,223,113,1.422404584647933,1.8516901734610685,1.2485527351324948,88.09707241910631
emerging,remove_gate_data_direction,C0600,直接空气捕碳,True,348,164,1.5220342192135776,1.3486750741251028,1.3415111009372669,87.75808936825885
emerging,remove_gate_data_direction,C0665,换热器结构与传热强化,True,443,213,1.4876406164596103,1.3313914701192275,1.3313914701192275,84.93451463790446
emerging,remove_gate_data_direction,C0713,电价预测,True,341,171,1.6813748306746594,1.4060655028112772,1.4060655028112772,88.27812018489983
emerging,remove_gate_data_direction,C0725,废塑料回收与转化,True,382,181,1.2667219977378972,1.3264534407811992,1.1113991589244985,80.04237288135593
emerging,remove_semantic_review,C0024,海洋资源开发与海上工程,True,1482,745,1.6078404610744923,1.452448599578149,1.452448599578149,86.79121725731895
emerging,remove_semantic_review,C0048,配电网柔性调度与协同规划,True,2834,1367,1.4502769809346985,1.3864978936403654,1.3864978936403654,85.84745762711864
emerging,remove_semantic_review,C0060,超级电容器电极与器件,False,9225,3189,0.8163958554048202,0.8040360797794177,0.7940427147024803,21.741140215716488
emerging,remove_semantic_review,C0067,钙钛矿太阳能电池界面与器件性能,False,8342,2930,0.8255564387053278,0.8164809950755912,0.8164809950755912,24.699537750385208
emerging,remove_semantic_review,C0091,等离子体湍流与不稳定性,True,1677,817,1.4981468897663068,1.4243465963687316,1.366228383475059,87.36517719568566
emerging,remove_semantic_review,C0098,建筑与工业冷却节能,True,2120,1050,1.48090363932085,1.4896354108818262,1.313411122023526,85.68181818181817
emerging,remove_semantic_review,C0115,二氧化碳吸收溶解与水合物,True,2442,1129,1.3341187608197005,1.245249183091539,1.245249183091539,82.24191063174113
emerging,remove_semantic_review,C0121,波浪能装置与海洋水动力,True,4020,2015,1.4802774466907085,1.5347929262710325,1.408303720872382,88.82896764252696
emerging,remove_semantic_review,C0122,热电材料与热电性能优化,False,6784,2530,0.8839452657529008,0.9157714707820448,0.844350306186973,35.65100154083205
emerging,remove_semantic_review,C0124,电力系统碳计量与低碳调度,True,1271,681,1.904344262363902,1.6163164880379088,1.6163164880379088,94.49922958397534
emerging,remove_semantic_review,C0130,能源网络安全与隐私保护,True,3877,2238,2.2421794775777277,1.7996365995135002,1.7996365995135002,96.14791987673344
emerging,remove_semantic_review,C0140,厌氧微生物产甲烷机制,True,2264,1037,1.2708688975827906,1.2742950834432925,1.255761413510081,77.39214175654854
emerging,remove_semantic_review,C0155,电解水析氧催化,False,8501,3168,0.9341032608936916,0.8815747493183806,0.8815747493183806,40.97072419106318
emerging,remove_semantic_review,C0159,太阳辐照预测与光伏环境建模,True,2562,1154,1.2999466123447956,1.2084694226352324,1.2084694226352324,75.95916795069337
emerging,remove_semantic_review,C0169,电池荷电状态健康状态与建模,False,3688,1583,1.215037163013985,1.0177315407559444,1.0177315407559444,69.47996918335902
emerging,remove_semantic_review,C0186,煤热解气化与煤质特性,True,2295,1166,1.4540163275718156,1.7143311071490004,1.179193458457365,87.91987673343606
emerging,remove_semantic_review,C0191,固态储氢材料与反应器,True,4130,1883,1.3642024178136134,1.2038379709870957,1.2038379709870957,81.14021571648689
emerging,remove_semantic_review,C0193,多设备温控与智能散热,True,423,208,1.3595989305307177,1.457812716802893,1.19436150616493,83.54006163328198
emerging,remove_semantic_review,C0210,地热资源开发与换热,True,2773,1376,1.5050028945736893,1.4260598590712277,1.4260598590712277,88.94453004622495
emerging,remove_semantic_review,C0216,电力可靠性与电气安全,True,1691,849,1.4761439300561685,1.492985283114308,1.3647258968951717,83.93297380585516
emerging,remove_semantic_review,C0227,空调通风与空气处理,True,1786,869,1.449125199615081,1.4613486866802248,1.401961233812154,84.25654853620954
emerging,remove_semantic_review,C0245,碳基超级电容器电极,False,3401,1182,0.7846982701636597,0.8207528908168754,0.7294090983736239,21.286594761171035
emerging,remove_semantic_review,C0246,虚拟电厂资源聚合与调度,True,838,409,1.534586688487668,1.3254428765407194,1.3254428765407194,86.99537750385208
emerging,remove_semantic_review,C0251,充电站选址与充电调度,True,4232,1935,1.3440668482677849,1.191797691860569,1.191797691860569,80.16178736517719
emerging,remove_semantic_review,C0252,热泵与区域供热供冷,True,2359,1096,1.3235870416248918,1.2898694408193645,1.2898694408193645,79.54160246533128
emerging,remove_semantic_review,C0254,电催化析氢与界面调控,False,7105,2826,1.0120780688099824,0.9740061323493576,0.9740061323493576,51.51771956856703
emerging,remove_semantic_review,C0258,综合能源系统协同管理与优化调度,True,7109,3203,1.3578575769683925,1.186985774730232,1.186985774730232,80.15408320493066
emerging,remove_semantic_review,C0265,覆冰冻结与除冰传热,True,807,408,1.5092002204678527,1.5167376201331877,1.3996282817116192,89.98459167950693
emerging,remove_semantic_review,C0278,整体电催化水分解,False,5646,2050,0.8713491710270141,0.86267917918123,0.8622669112609365,30.93220338983051
emerging,remove_semantic_review,C0294,电池管理与均衡控制,True,436,223,1.4059761327966191,1.5902277406154333,1.1527893542741778,88.13559322033898
emerging,remove_semantic_review,C0308,变电站自动化与电网监控,True,436,237,1.7560526299993984,1.704860115653583,1.3724227337158363,94.64560862865946
emerging,remove_semantic_review,C0327,风速与风电出力预测,True,1976,928,1.3755312022619657,1.3029094660440956,1.3029094660440956,84.19106317411402
emerging,remove_semantic_review,C0348,智能电网信息安全与韧性,True,2863,1348,1.4800351701696377,1.259689799009449,1.259689799009449,85.27734976887518
emerging,remove_semantic_review,C0351,输配电线路视觉巡检与无人机检测,True,375,189,1.5793265747900893,1.4785857753608875,1.4785857753608875,88.18567026194144
emerging,remove_semantic_review,C0356,电力知识处理与智能决策系统,True,333,183,2.0693066384211565,1.6195435611169928,1.6195435611169928,94.8382126348228
emerging,remove_semantic_review,C0381,光伏发电功率预测方法与装置,True,1046,525,1.6876313566282577,1.398272074392373,1.398272074392373,91.22496147919875
emerging,remove_semantic_review,C0435,智能电表物联网与用能监测,True,2127,1085,1.5298727275775308,1.4695928795056847,1.42143352693126,88.52080123266565
emerging,remove_semantic_review,C0443,建筑能效与居民供热用能,True,3699,1704,1.3732319381539142,1.2599497340327008,1.2599497340327008,81.46379044684129
emerging,remove_semantic_review,C0446,电力扰动孤岛及异常识别算法,True,4290,2117,1.5437950447017317,1.3863150066805263,1.3863150066805263,88.98305084745762
emerging,remove_semantic_review,C0463,区域供热预测与热系统建模,True,2452,1285,1.6622159564364685,1.662330210109488,1.6559005102321234,89.83436055469953
emerging,remove_semantic_review,C0473,二氧化碳地质封存与驱油,True,4231,1970,1.458064499153056,1.1933314278238298,1.1933314278238298,82.11479198767334
emerging,remove_semantic_review,C0533,氮化镓功率与结器件,True,820,423,1.6411733053348834,1.5234027267175316,1.5234027267175316,91.92604006163327
emerging,remove_semantic_review,C0534,氢能技术经济与生命周期,True,896,417,1.5117799799936882,1.156633002540099,1.156633002540099,82.268875192604
emerging,remove_semantic_review,C0542,光伏组件故障与缺陷检测,True,652,315,1.5008452064766622,1.3304796752503365,1.3304796752503365,87.98921417565485
emerging,remove_semantic_review,C0556,水系锌离子电池,False,3731,1435,1.0551852723863595,0.8866233375943027,0.8866233375943027,50.33898305084745
emerging,remove_semantic_review,C0566,蒸汽重整制氢与合成气,True,223,113,1.422404584647933,1.8516901734610685,1.2485527351324948,88.09707241910631
emerging,remove_semantic_review,C0600,直接空气捕碳,True,348,164,1.5220342192135776,1.3486750741251028,1.3415111009372669,87.75808936825885
emerging,remove_semantic_review,C0606,地热资源勘探与储层建模,True,450,244,1.8081849591017125,1.871561329257026,1.5350675172027974,92.1995377503852
emerging,remove_semantic_review,C0656,动力电池梯次利用,True,215,105,1.4729096645500048,1.2258725329898348,1.2258725329898348,87.01078582434513
emerging,remove_semantic_review,C0665,换热器结构与传热强化,True,443,213,1.4876406164596103,1.3313914701192275,1.3313914701192275,84.93451463790446
emerging,remove_semantic_review,C0686,电网灾害韧性与恢复,True,379,182,1.467644309976147,1.2543035789299035,1.2543035789299035,86.22496147919877
emerging,remove_semantic_review,C0713,电价预测,True,341,171,1.6813748306746594,1.4060655028112772,1.4060655028112772,88.27812018489983
emerging,remove_semantic_review,C0725,废塑料回收与转化,True,382,181,1.2667219977378972,1.3264534407811992,1.1113991589244985,80.04237288135593
core,annual_volume=150,C0060,超级电容器电极与器件,True,9225,3189,0.8163958554048202,0.8040360797794177,0.7940427147024803,98.9060092449923
core,annual_volume=150,C0067,钙钛矿太阳能电池界面与器件性能,True,8342,2930,0.8255564387053278,0.8164809950755912,0.8164809950755912,97.48073959938368
core,annual_volume=150,C0091,等离子体湍流与不稳定性,False,1677,817,1.4981468897663068,1.4243465963687316,1.366228383475059,60.03081664098613
core,annual_volume=150,C0098,建筑与工业冷却节能,False,2120,1050,1.48090363932085,1.4896354108818262,1.313411122023526,69.69183359013869
core,annual_volume=150,C0122,热电材料与热电性能优化,True,6784,2530,0.8839452657529008,0.9157714707820448,0.844350306186973,92.6964560862866
core,annual_volume=150,C0155,电解水析氧催化,True,8501,3168,0.9341032608936916,0.8815747493183806,0.8815747493183806,98.21263482280432
core,annual_volume=150,C0169,电池荷电状态健康状态与建模,True,3688,1583,1.215037163013985,1.0177315407559444,1.0177315407559444,87.90446841294299
core,annual_volume=150,C0186,煤热解气化与煤质特性,False,2295,1166,1.4540163275718156,1.7143311071490004,1.179193458457365,73.96764252696457
core,annual_volume=150,C0191,固态储氢材料与反应器,True,4130,1883,1.3642024178136134,1.2038379709870957,1.2038379709870957,93.18952234206472
core,annual_volume=150,C0210,地热资源开发与换热,False,2773,1376,1.5050028945736893,1.4260598590712277,1.4260598590712277,74.89214175654854
core,annual_volume=150,C0216,电力可靠性与电气安全,False,1691,849,1.4761439300561685,1.492985283114308,1.3647258968951717,58.659476117103246
core,annual_volume=150,C0245,碳基超级电容器电极,True,3401,1182,0.7846982701636597,0.8207528908168754,0.7294090983736239,90.4160246533128
core,annual_volume=150,C0246,虚拟电厂资源聚合与调度,False,838,409,1.534586688487668,1.3254428765407194,1.3254428765407194,60.115562403698
core,annual_volume=150,C0251,充电站选址与充电调度,True,4232,1935,1.3440668482677849,1.191797691860569,1.191797691860569,87.52696456086288
core,annual_volume=150,C0254,电催化析氢与界面调控,True,7105,2826,1.0120780688099824,0.9740061323493576,0.9740061323493576,97.46533127889062
core,annual_volume=150,C0278,整体电催化水分解,True,5646,2050,0.8713491710270141,0.86267917918123,0.8622669112609365,97.20338983050848
core,annual_volume=150,C0294,电池管理与均衡控制,False,436,223,1.4059761327966191,1.5902277406154333,1.1527893542741778,42.804314329738055
core,annual_volume=150,C0348,智能电网信息安全与韧性,False,2863,1348,1.4800351701696377,1.259689799009449,1.259689799009449,78.17411402157165
core,annual_volume=150,C0381,光伏发电功率预测方法与装置,False,1046,525,1.6876313566282577,1.398272074392373,1.398272074392373,64.89984591679507
core,annual_volume=150,C0435,智能电表物联网与用能监测,False,2127,1085,1.5298727275775308,1.4695928795056847,1.42143352693126,64.22958397534669
core,annual_volume=150,C0443,建筑能效与居民供热用能,False,3699,1704,1.3732319381539142,1.2599497340327008,1.2599497340327008,84.0446841294299
core,annual_volume=150,C0473,二氧化碳地质封存与驱油,True,4231,1970,1.458064499153056,1.1933314278238298,1.1933314278238298,87.94298921417565
core,annual_volume=150,C0533,氮化镓功率与结器件,False,820,423,1.6411733053348834,1.5234027267175316,1.5234027267175316,57.56548536209554
core,annual_volume=150,C0534,氢能技术经济与生命周期,False,896,417,1.5117799799936882,1.156633002540099,1.156633002540099,68.1895223420647
core,annual_volume=150,C0542,光伏组件故障与缺陷检测,False,652,315,1.5008452064766622,1.3304796752503365,1.3304796752503365,58.00269645608629
core,annual_volume=150,C0556,水系锌离子电池,True,3731,1435,1.0551852723863595,0.8866233375943027,0.8866233375943027,90.70878274268108
core,annual_volume=150,C0566,蒸汽重整制氢与合成气,False,223,113,1.422404584647933,1.8516901734610685,1.2485527351324948,43.03351309707242
core,annual_volume=150,C0600,直接空气捕碳,False,348,164,1.5220342192135776,1.3486750741251028,1.3415111009372669,52.5173343605547
core,annual_volume=150,C0665,换热器结构与传热强化,False,443,213,1.4876406164596103,1.3313914701192275,1.3313914701192275,49.80739599383667
core,annual_volume=150,C0713,电价预测,False,341,171,1.6813748306746594,1.4060655028112772,1.4060655028112772,44.817026194144844
core,annual_volume=150,C0725,废塑料回收与转化,False,382,181,1.2667219977378972,1.3264534407811992,1.1113991589244985,51.120955315870575
core,annual_volume=250,C0060,超级电容器电极与器件,True,9225,3189,0.8163958554048202,0.8040360797794177,0.7940427147024803,98.9060092449923
core,annual_volume=250,C0067,钙钛矿太阳能电池界面与器件性能,True,8342,2930,0.8255564387053278,0.8164809950755912,0.8164809950755912,97.48073959938368
core,annual_volume=250,C0091,等离子体湍流与不稳定性,False,1677,817,1.4981468897663068,1.4243465963687316,1.366228383475059,60.03081664098613
core,annual_volume=250,C0098,建筑与工业冷却节能,False,2120,1050,1.48090363932085,1.4896354108818262,1.313411122023526,69.69183359013869
core,annual_volume=250,C0122,热电材料与热电性能优化,True,6784,2530,0.8839452657529008,0.9157714707820448,0.844350306186973,92.6964560862866
core,annual_volume=250,C0155,电解水析氧催化,True,8501,3168,0.9341032608936916,0.8815747493183806,0.8815747493183806,98.21263482280432
core,annual_volume=250,C0169,电池荷电状态健康状态与建模,True,3688,1583,1.215037163013985,1.0177315407559444,1.0177315407559444,87.90446841294299
core,annual_volume=250,C0186,煤热解气化与煤质特性,False,2295,1166,1.4540163275718156,1.7143311071490004,1.179193458457365,73.96764252696457
core,annual_volume=250,C0191,固态储氢材料与反应器,True,4130,1883,1.3642024178136134,1.2038379709870957,1.2038379709870957,93.18952234206472
core,annual_volume=250,C0210,地热资源开发与换热,False,2773,1376,1.5050028945736893,1.4260598590712277,1.4260598590712277,74.89214175654854
core,annual_volume=250,C0216,电力可靠性与电气安全,False,1691,849,1.4761439300561685,1.492985283114308,1.3647258968951717,58.659476117103246
core,annual_volume=250,C0245,碳基超级电容器电极,True,3401,1182,0.7846982701636597,0.8207528908168754,0.7294090983736239,90.4160246533128
core,annual_volume=250,C0246,虚拟电厂资源聚合与调度,False,838,409,1.534586688487668,1.3254428765407194,1.3254428765407194,60.115562403698
core,annual_volume=250,C0251,充电站选址与充电调度,True,4232,1935,1.3440668482677849,1.191797691860569,1.191797691860569,87.52696456086288
core,annual_volume=250,C0254,电催化析氢与界面调控,True,7105,2826,1.0120780688099824,0.9740061323493576,0.9740061323493576,97.46533127889062
core,annual_volume=250,C0278,整体电催化水分解,True,5646,2050,0.8713491710270141,0.86267917918123,0.8622669112609365,97.20338983050848
core,annual_volume=250,C0294,电池管理与均衡控制,False,436,223,1.4059761327966191,1.5902277406154333,1.1527893542741778,42.804314329738055
core,annual_volume=250,C0348,智能电网信息安全与韧性,False,2863,1348,1.4800351701696377,1.259689799009449,1.259689799009449,78.17411402157165
core,annual_volume=250,C0381,光伏发电功率预测方法与装置,False,1046,525,1.6876313566282577,1.398272074392373,1.398272074392373,64.89984591679507
core,annual_volume=250,C0435,智能电表物联网与用能监测,False,2127,1085,1.5298727275775308,1.4695928795056847,1.42143352693126,64.22958397534669
core,annual_volume=250,C0443,建筑能效与居民供热用能,False,3699,1704,1.3732319381539142,1.2599497340327008,1.2599497340327008,84.0446841294299
core,annual_volume=250,C0473,二氧化碳地质封存与驱油,True,4231,1970,1.458064499153056,1.1933314278238298,1.1933314278238298,87.94298921417565
core,annual_volume=250,C0533,氮化镓功率与结器件,False,820,423,1.6411733053348834,1.5234027267175316,1.5234027267175316,57.56548536209554
core,annual_volume=250,C0534,氢能技术经济与生命周期,False,896,417,1.5117799799936882,1.156633002540099,1.156633002540099,68.1895223420647
core,annual_volume=250,C0542,光伏组件故障与缺陷检测,False,652,315,1.5008452064766622,1.3304796752503365,1.3304796752503365,58.00269645608629
core,annual_volume=250,C0556,水系锌离子电池,True,3731,1435,1.0551852723863595,0.8866233375943027,0.8866233375943027,90.70878274268108
core,annual_volume=250,C0566,蒸汽重整制氢与合成气,False,223,113,1.422404584647933,1.8516901734610685,1.2485527351324948,43.03351309707242
core,annual_volume=250,C0600,直接空气捕碳,False,348,164,1.5220342192135776,1.3486750741251028,1.3415111009372669,52.5173343605547
core,annual_volume=250,C0665,换热器结构与传热强化,False,443,213,1.4876406164596103,1.3313914701192275,1.3313914701192275,49.80739599383667
