family,scenario,category_id,name,selected,core_papers,recent_papers,multiyear_share_ratio,share_growth_ratio,historical_peak_ratio,score
core,remove_gate_annual_volume,C0122,热电材料与热电性能优化,True,6784,2530,0.8839452657529008,0.9157714707820448,0.844350306186973,92.6964560862866
core,remove_gate_annual_volume,C0155,电解水析氧催化,True,8501,3168,0.9341032608936916,0.8815747493183806,0.8815747493183806,98.21263482280432
core,remove_gate_annual_volume,C0169,电池荷电状态健康状态与建模,True,3688,1583,1.215037163013985,1.0177315407559444,1.0177315407559444,87.90446841294299
core,remove_gate_annual_volume,C0186,煤热解气化与煤质特性,False,2295,1166,1.4540163275718156,1.7143311071490004,1.179193458457365,73.96764252696457
core,remove_gate_annual_volume,C0191,固态储氢材料与反应器,True,4130,1883,1.3642024178136134,1.2038379709870957,1.2038379709870957,93.18952234206472
core,remove_gate_annual_volume,C0210,地热资源开发与换热,False,2773,1376,1.5050028945736893,1.4260598590712277,1.4260598590712277,74.89214175654854
core,remove_gate_annual_volume,C0216,电力可靠性与电气安全,False,1691,849,1.4761439300561685,1.492985283114308,1.3647258968951717,58.659476117103246
core,remove_gate_annual_volume,C0245,碳基超级电容器电极,True,3401,1182,0.7846982701636597,0.8207528908168754,0.7294090983736239,90.4160246533128
core,remove_gate_annual_volume,C0246,虚拟电厂资源聚合与调度,False,838,409,1.534586688487668,1.3254428765407194,1.3254428765407194,60.115562403698
core,remove_gate_annual_volume,C0251,充电站选址与充电调度,True,4232,1935,1.3440668482677849,1.191797691860569,1.191797691860569,87.52696456086288
