unit_id,category_id,name,scenario,kind,selected,patents,papers,applicants,policies,relative_share,matched_jan_may_relative_share,score
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,"policies=4,relative=3.0",joint_grid,False,659,424,436,6,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,"policies=4,relative=3.0",joint_grid,False,285,173,231,4,1.8514152302353448,1.8908096633723603,62.5
U0356_KG,C0356,电力知识图谱与知识问答,"policies=4,relative=3.0",joint_grid,False,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,"policies=4,relative=3.0",joint_grid,False,566,132,380,2,4.81040048364178,5.076171001667436,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,"policies=4,relative=5.0",joint_grid,False,659,424,436,6,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,"policies=4,relative=5.0",joint_grid,False,285,173,231,4,1.8514152302353448,1.8908096633723603,62.5
U0356_KG,C0356,电力知识图谱与知识问答,"policies=4,relative=5.0",joint_grid,False,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,"policies=4,relative=5.0",joint_grid,False,566,132,380,2,4.81040048364178,5.076171001667436,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,unified_strict,potential_data_sensitivity,True,659,424,436,6,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,unified_strict,potential_data_sensitivity,True,285,173,231,4,1.8514152302353448,1.8908096633723603,62.5
U0356_KG,C0356,电力知识图谱与知识问答,unified_strict,potential_data_sensitivity,False,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,unified_strict,potential_data_sensitivity,True,566,132,380,2,4.81040048364178,5.076171001667436,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,unified_expanded,potential_data_sensitivity,True,689,530,460,6,1.4623323271103745,1.3881580044331516,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,unified_expanded,potential_data_sensitivity,False,286,270,231,4,1.1916660191541375,1.1689511893557734,62.5
U0356_KG,C0356,电力知识图谱与知识问答,unified_expanded,potential_data_sensitivity,False,878,72,602,1,13.633298945040819,15.66045978284179,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,unified_expanded,potential_data_sensitivity,True,627,357,411,2,1.9748534935373816,2.063754279377019,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,unified_title_only_evidence,potential_data_sensitivity,True,466,367,319,6,1.4282081375410676,1.318333071874236,100.0
U0650,C0650,空气源热泵设备、运行与系统应用,unified_title_only_evidence,potential_data_sensitivity,True,201,145,162,4,1.558149970277868,1.5360047204966871,87.5
U0356_KG,C0356,电力知识图谱与知识问答,unified_title_only_evidence,potential_data_sensitivity,False,112,11,96,1,11.00656697636675,10.26781450109801,31.25
U0356_LLM,C0356,电力大模型辅助决策与运维,unified_title_only_evidence,potential_data_sensitivity,True,135,72,114,2,2.1028025122971328,2.153331138286951,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,unified_body_available,potential_data_sensitivity,True,658,292,435,6,1.615985901370795,1.4523767053753165,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,unified_body_available,potential_data_sensitivity,True,285,100,231,4,2.0391431247875786,2.2275712381568287,62.5
U0356_KG,C0356,电力知识图谱与知识问答,unified_body_available,potential_data_sensitivity,False,803,23,565,1,24.542888672663167,23.647116998845505,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,unified_body_available,potential_data_sensitivity,True,566,113,380,2,3.5827104564775425,3.7041787806808335,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,unified_original_candidates_only,potential_data_sensitivity,True,536,266,367,6,2.265007849987534,2.0103056038448424,100.0
U0650,C0650,空气源热泵设备、运行与系统应用,unified_original_candidates_only,potential_data_sensitivity,True,152,74,125,4,2.3030892569489265,2.2190514855852843,62.5
U0356_KG,C0356,电力知识图谱与知识问答,unified_original_candidates_only,potential_data_sensitivity,False,195,0,168,1,439.9202525265164,302.50561184004135,56.25
U0356_LLM,C0356,电力大模型辅助决策与运维,unified_original_candidates_only,potential_data_sensitivity,True,158,4,135,2,39.62907645663703,81.35268412408422,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,unified_cross_candidates_only,potential_data_sensitivity,True,659,424,436,6,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,unified_cross_candidates_only,potential_data_sensitivity,True,285,173,231,4,1.8514152302353448,1.8908096633723603,62.5
U0356_KG,C0356,电力知识图谱与知识问答,unified_cross_candidates_only,potential_data_sensitivity,False,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,unified_cross_candidates_only,potential_data_sensitivity,True,566,132,380,2,4.81040048364178,5.076171001667436,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,unified_title_year_dedup,potential_data_sensitivity,True,656,393,436,6,1.7866398083304444,1.6659377351246976,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,unified_title_year_dedup,potential_data_sensitivity,True,284,164,231,4,1.8520955191822663,1.8692779379199758,62.5
U0356_KG,C0356,电力知识图谱与知识问答,unified_title_year_dedup,potential_data_sensitivity,False,800,24,564,1,34.989864808412754,35.96964471566884,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,unified_title_year_dedup,potential_data_sensitivity,True,565,108,379,2,5.581486564610904,5.970613681224478,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,unified_no_manual_overrides,potential_data_sensitivity,True,658,422,435,6,1.7535827496706125,1.6215007713179843,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,unified_no_manual_overrides,potential_data_sensitivity,True,283,171,230,4,1.8598851951901363,1.9102101528643873,62.5
U0356_KG,C0356,电力知识图谱与知识问答,unified_no_manual_overrides,potential_data_sensitivity,False,801,24,565,1,36.807357628269,33.535834888201606,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,unified_no_manual_overrides,potential_data_sensitivity,True,563,131,378,2,4.821313436322813,5.048457602204284,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,collapse_policy_by_publisher,policy_dependence,True,659,424,436,4,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,collapse_policy_by_publisher,policy_dependence,True,285,173,231,3,1.8514152302353448,1.8908096633723603,50.0
U0356_KG,C0356,电力知识图谱与知识问答,collapse_policy_by_publisher,policy_dependence,False,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,collapse_policy_by_publisher,policy_dependence,True,566,132,380,2,4.81040048364178,5.076171001667436,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,drop_policy_PG0c5b3c750cbcc373,leave_policy_out,True,659,424,436,5,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,drop_policy_PG0c5b3c750cbcc373,leave_policy_out,True,285,173,231,4,1.8514152302353448,1.8908096633723603,62.5
U0356_KG,C0356,电力知识图谱与知识问答,drop_policy_PG0c5b3c750cbcc373,leave_policy_out,False,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,drop_policy_PG0c5b3c750cbcc373,leave_policy_out,True,566,132,380,2,4.81040048364178,5.076171001667436,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,drop_policy_PG5893eb51fbe74f74,leave_policy_out,True,659,424,436,5,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,drop_policy_PG5893eb51fbe74f74,leave_policy_out,True,285,173,231,4,1.8514152302353448,1.8908096633723603,62.5
U0356_KG,C0356,电力知识图谱与知识问答,drop_policy_PG5893eb51fbe74f74,leave_policy_out,False,803,26,565,0,34.11435824012507,33.621222118979965,50.0
U0356_LLM,C0356,电力大模型辅助决策与运维,drop_policy_PG5893eb51fbe74f74,leave_policy_out,False,566,132,380,1,4.81040048364178,5.076171001667436,43.75
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,drop_policy_PG5ac3fa0f783a35bd,leave_policy_out,True,659,424,436,6,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,drop_policy_PG5ac3fa0f783a35bd,leave_policy_out,True,285,173,231,3,1.8514152302353448,1.8908096633723603,50.0
U0356_KG,C0356,电力知识图谱与知识问答,drop_policy_PG5ac3fa0f783a35bd,leave_policy_out,False,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,drop_policy_PG5ac3fa0f783a35bd,leave_policy_out,True,566,132,380,2,4.81040048364178,5.076171001667436,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,drop_policy_PG6c583acfca3795b4,leave_policy_out,True,659,424,436,6,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,drop_policy_PG6c583acfca3795b4,leave_policy_out,True,285,173,231,3,1.8514152302353448,1.8908096633723603,50.0
U0356_KG,C0356,电力知识图谱与知识问答,drop_policy_PG6c583acfca3795b4,leave_policy_out,False,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,drop_policy_PG6c583acfca3795b4,leave_policy_out,True,566,132,380,2,4.81040048364178,5.076171001667436,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,drop_policy_PG7d274c67283d6ea9,leave_policy_out,True,659,424,436,5,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,drop_policy_PG7d274c67283d6ea9,leave_policy_out,True,285,173,231,3,1.8514152302353448,1.8908096633723603,50.0
U0356_KG,C0356,电力知识图谱与知识问答,drop_policy_PG7d274c67283d6ea9,leave_policy_out,False,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,drop_policy_PG7d274c67283d6ea9,leave_policy_out,True,566,132,380,2,4.81040048364178,5.076171001667436,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,drop_policy_PGac6aa0c45898145a,leave_policy_out,True,659,424,436,5,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,drop_policy_PGac6aa0c45898145a,leave_policy_out,True,285,173,231,4,1.8514152302353448,1.8908096633723603,62.5
U0356_KG,C0356,电力知识图谱与知识问答,drop_policy_PGac6aa0c45898145a,leave_policy_out,False,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,drop_policy_PGac6aa0c45898145a,leave_policy_out,True,566,132,380,2,4.81040048364178,5.076171001667436,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,drop_policy_PGb9ba6e943b8bc238,leave_policy_out,True,659,424,436,5,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,drop_policy_PGb9ba6e943b8bc238,leave_policy_out,True,285,173,231,4,1.8514152302353448,1.8908096633723603,62.5
U0356_KG,C0356,电力知识图谱与知识问答,drop_policy_PGb9ba6e943b8bc238,leave_policy_out,False,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,drop_policy_PGb9ba6e943b8bc238,leave_policy_out,True,566,132,380,2,4.81040048364178,5.076171001667436,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,drop_policy_PGcce94a18e35ebd3a,leave_policy_out,True,659,424,436,6,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,drop_policy_PGcce94a18e35ebd3a,leave_policy_out,True,285,173,231,3,1.8514152302353448,1.8908096633723603,50.0
U0356_KG,C0356,电力知识图谱与知识问答,drop_policy_PGcce94a18e35ebd3a,leave_policy_out,False,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,drop_policy_PGcce94a18e35ebd3a,leave_policy_out,True,566,132,380,2,4.81040048364178,5.076171001667436,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,drop_policy_PGcef8793fc07c31ad,leave_policy_out,True,659,424,436,5,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,drop_policy_PGcef8793fc07c31ad,leave_policy_out,True,285,173,231,4,1.8514152302353448,1.8908096633723603,62.5
U0356_KG,C0356,电力知识图谱与知识问答,drop_policy_PGcef8793fc07c31ad,leave_policy_out,False,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,drop_policy_PGcef8793fc07c31ad,leave_policy_out,False,566,132,380,1,4.81040048364178,5.076171001667436,43.75
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,pending_papers_only,classification_uncertainty,True,659,530,436,6,1.398706555082367,1.326048026606165,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,pending_papers_only,classification_uncertainty,False,285,270,231,4,1.187506626417125,1.1647387526373738,62.5
U0356_KG,C0356,电力知识图谱与知识问答,pending_papers_only,classification_uncertainty,False,803,72,565,1,12.469386115356059,14.298680671290331,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,pending_papers_only,classification_uncertainty,True,566,357,380,2,1.7828757037273733,1.866720949000283,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,pending_patents_only,classification_uncertainty,True,689,424,460,6,1.8274848045513632,1.6946632918119915,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,pending_patents_only,classification_uncertainty,True,286,173,231,4,1.8579000471538574,1.8976480346684628,62.5
U0356_KG,C0356,电力知识图谱与知识问答,pending_patents_only,classification_uncertainty,False,878,26,602,1,37.298648057187144,36.823243273168536,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,pending_patents_only,classification_uncertainty,True,627,132,411,2,5.328378293883879,5.611963391288385,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,patent_positive_removal_10%,classification_uncertainty,True,596,424,405,6,1.5809930180056393,1.4671917090184357,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,patent_positive_removal_10%,classification_uncertainty,True,263,173,219,4,1.7087492580280677,1.7472038661542064,62.5
U0356_KG,C0356,电力知识图谱与知识问答,patent_positive_removal_10%,classification_uncertainty,False,731,26,529,1,31.057440015745474,30.547281810958943,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,patent_positive_removal_10%,classification_uncertainty,True,528,132,360,2,4.487725782179489,4.734372408288555,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,patent_positive_removal_20%,classification_uncertainty,True,527,424,369,6,1.398112015084618,1.2953242909077487,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,patent_positive_removal_20%,classification_uncertainty,True,231,173,197,4,1.5012351166356646,1.5352143559750269,62.5
U0356_KG,C0356,电力知识图谱与知识问答,patent_positive_removal_20%,classification_uncertainty,False,649,26,474,1,27.575949815757603,27.13179257982447,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,patent_positive_removal_20%,classification_uncertainty,True,470,132,327,2,3.995222290473888,4.2170556183097085,62.5
