unit_id,category_id,name,scenario,kind,selected,patents,papers,applicants,policies,relative_share,matched_jan_may_relative_share,score
U0356_KG,C0356,电力知识图谱与知识问答,patents=200,one_at_a_time,False,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,patents=200,one_at_a_time,True,566,132,380,2,4.81040048364178,5.076171001667436,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,patents=500,one_at_a_time,True,659,424,436,6,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,patents=500,one_at_a_time,False,285,173,231,4,1.8514152302353448,1.8908096633723603,62.5
U0356_KG,C0356,电力知识图谱与知识问答,patents=500,one_at_a_time,False,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,patents=500,one_at_a_time,True,566,132,380,2,4.81040048364178,5.076171001667436,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,applicants=10,one_at_a_time,True,659,424,436,6,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,applicants=10,one_at_a_time,True,285,173,231,4,1.8514152302353448,1.8908096633723603,62.5
U0356_KG,C0356,电力知识图谱与知识问答,applicants=10,one_at_a_time,False,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,applicants=10,one_at_a_time,True,566,132,380,2,4.81040048364178,5.076171001667436,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,applicants=20,one_at_a_time,True,659,424,436,6,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,applicants=20,one_at_a_time,True,285,173,231,4,1.8514152302353448,1.8908096633723603,62.5
U0356_KG,C0356,电力知识图谱与知识问答,applicants=20,one_at_a_time,False,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,applicants=20,one_at_a_time,True,566,132,380,2,4.81040048364178,5.076171001667436,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,applicants=40,one_at_a_time,True,659,424,436,6,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,applicants=40,one_at_a_time,True,285,173,231,4,1.8514152302353448,1.8908096633723603,62.5
U0356_KG,C0356,电力知识图谱与知识问答,applicants=40,one_at_a_time,False,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,applicants=40,one_at_a_time,True,566,132,380,2,4.81040048364178,5.076171001667436,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,applicants=100,one_at_a_time,True,659,424,436,6,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,applicants=100,one_at_a_time,True,285,173,231,4,1.8514152302353448,1.8908096633723603,62.5
U0356_KG,C0356,电力知识图谱与知识问答,applicants=100,one_at_a_time,False,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,applicants=100,one_at_a_time,True,566,132,380,2,4.81040048364178,5.076171001667436,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,policies=1,one_at_a_time,True,659,424,436,6,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,policies=1,one_at_a_time,True,285,173,231,4,1.8514152302353448,1.8908096633723603,62.5
U0356_KG,C0356,电力知识图谱与知识问答,policies=1,one_at_a_time,True,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,policies=1,one_at_a_time,True,566,132,380,2,4.81040048364178,5.076171001667436,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,policies=2,one_at_a_time,True,659,424,436,6,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,policies=2,one_at_a_time,True,285,173,231,4,1.8514152302353448,1.8908096633723603,62.5
U0356_KG,C0356,电力知识图谱与知识问答,policies=2,one_at_a_time,False,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,policies=2,one_at_a_time,True,566,132,380,2,4.81040048364178,5.076171001667436,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,policies=3,one_at_a_time,True,659,424,436,6,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,policies=3,one_at_a_time,True,285,173,231,4,1.8514152302353448,1.8908096633723603,62.5
U0356_KG,C0356,电力知识图谱与知识问答,policies=3,one_at_a_time,False,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,policies=3,one_at_a_time,False,566,132,380,2,4.81040048364178,5.076171001667436,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,policies=4,one_at_a_time,True,659,424,436,6,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,policies=4,one_at_a_time,True,285,173,231,4,1.8514152302353448,1.8908096633723603,62.5
U0356_KG,C0356,电力知识图谱与知识问答,policies=4,one_at_a_time,False,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,policies=4,one_at_a_time,False,566,132,380,2,4.81040048364178,5.076171001667436,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,relative=1.0,one_at_a_time,True,659,424,436,6,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,relative=1.0,one_at_a_time,True,285,173,231,4,1.8514152302353448,1.8908096633723603,62.5
U0356_KG,C0356,电力知识图谱与知识问答,relative=1.0,one_at_a_time,False,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,relative=1.0,one_at_a_time,True,566,132,380,2,4.81040048364178,5.076171001667436,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,relative=1.25,one_at_a_time,True,659,424,436,6,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,relative=1.25,one_at_a_time,True,285,173,231,4,1.8514152302353448,1.8908096633723603,62.5
U0356_KG,C0356,电力知识图谱与知识问答,relative=1.25,one_at_a_time,False,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,relative=1.25,one_at_a_time,True,566,132,380,2,4.81040048364178,5.076171001667436,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,relative=1.5,one_at_a_time,True,659,424,436,6,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,relative=1.5,one_at_a_time,True,285,173,231,4,1.8514152302353448,1.8908096633723603,62.5
U0356_KG,C0356,电力知识图谱与知识问答,relative=1.5,one_at_a_time,False,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,relative=1.5,one_at_a_time,True,566,132,380,2,4.81040048364178,5.076171001667436,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,relative=2.0,one_at_a_time,False,659,424,436,6,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,relative=2.0,one_at_a_time,False,285,173,231,4,1.8514152302353448,1.8908096633723603,62.5
U0356_KG,C0356,电力知识图谱与知识问答,relative=2.0,one_at_a_time,False,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,relative=2.0,one_at_a_time,True,566,132,380,2,4.81040048364178,5.076171001667436,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,relative=3.0,one_at_a_time,False,659,424,436,6,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,relative=3.0,one_at_a_time,False,285,173,231,4,1.8514152302353448,1.8908096633723603,62.5
U0356_KG,C0356,电力知识图谱与知识问答,relative=3.0,one_at_a_time,False,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,relative=3.0,one_at_a_time,True,566,132,380,2,4.81040048364178,5.076171001667436,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,relative=5.0,one_at_a_time,False,659,424,436,6,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,relative=5.0,one_at_a_time,False,285,173,231,4,1.8514152302353448,1.8908096633723603,62.5
U0356_KG,C0356,电力知识图谱与知识问答,relative=5.0,one_at_a_time,False,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,relative=5.0,one_at_a_time,False,566,132,380,2,4.81040048364178,5.076171001667436,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,"policies=1,relative=1.0",joint_grid,True,659,424,436,6,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,"policies=1,relative=1.0",joint_grid,True,285,173,231,4,1.8514152302353448,1.8908096633723603,62.5
U0356_KG,C0356,电力知识图谱与知识问答,"policies=1,relative=1.0",joint_grid,True,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,"policies=1,relative=1.0",joint_grid,True,566,132,380,2,4.81040048364178,5.076171001667436,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,"policies=1,relative=1.25",joint_grid,True,659,424,436,6,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,"policies=1,relative=1.25",joint_grid,True,285,173,231,4,1.8514152302353448,1.8908096633723603,62.5
U0356_KG,C0356,电力知识图谱与知识问答,"policies=1,relative=1.25",joint_grid,True,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,"policies=1,relative=1.25",joint_grid,True,566,132,380,2,4.81040048364178,5.076171001667436,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,"policies=1,relative=1.5",joint_grid,True,659,424,436,6,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,"policies=1,relative=1.5",joint_grid,True,285,173,231,4,1.8514152302353448,1.8908096633723603,62.5
U0356_KG,C0356,电力知识图谱与知识问答,"policies=1,relative=1.5",joint_grid,True,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,"policies=1,relative=1.5",joint_grid,True,566,132,380,2,4.81040048364178,5.076171001667436,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,"policies=1,relative=2.0",joint_grid,False,659,424,436,6,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,"policies=1,relative=2.0",joint_grid,False,285,173,231,4,1.8514152302353448,1.8908096633723603,62.5
U0356_KG,C0356,电力知识图谱与知识问答,"policies=1,relative=2.0",joint_grid,True,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,"policies=1,relative=2.0",joint_grid,True,566,132,380,2,4.81040048364178,5.076171001667436,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,"policies=1,relative=3.0",joint_grid,False,659,424,436,6,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,"policies=1,relative=3.0",joint_grid,False,285,173,231,4,1.8514152302353448,1.8908096633723603,62.5
U0356_KG,C0356,电力知识图谱与知识问答,"policies=1,relative=3.0",joint_grid,True,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,"policies=1,relative=3.0",joint_grid,True,566,132,380,2,4.81040048364178,5.076171001667436,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,"policies=1,relative=5.0",joint_grid,False,659,424,436,6,1.7479713250204845,1.618839430880806,87.5
U0650,C0650,空气源热泵设备、运行与系统应用,"policies=1,relative=5.0",joint_grid,False,285,173,231,4,1.8514152302353448,1.8908096633723603,62.5
U0356_KG,C0356,电力知识图谱与知识问答,"policies=1,relative=5.0",joint_grid,True,803,26,565,1,34.11435824012507,33.621222118979965,68.75
U0356_LLM,C0356,电力大模型辅助决策与运维,"policies=1,relative=5.0",joint_grid,False,566,132,380,2,4.81040048364178,5.076171001667436,62.5
U0246,C0246,虚拟电厂资源聚合、调度与市场履约,"policies=2,relative=1.0",joint_grid,True,659,424,436,6,1.7479713250204845,1.618839430880806,87.5
