category_id,recent_records,institution_metadata_fraction,title_only_fraction,jan1_fraction,needs_review_fraction,supported_fraction
C0302,972,0.8436213991769548,0.9547325102880658,0.25411522633744854,1.0,0.0
C0220,387,0.8630490956072352,0.21705426356589147,0.19896640826873385,1.0,0.0
C0622,354,0.8361581920903954,0.192090395480226,0.2457627118644068,0.0,1.0
C0256,997,0.8214643931795386,0.08826479438314945,0.06820461384152457,0.013039117352056168,0.0
C0367,996,0.8755020080321285,0.3654618473895582,0.12248995983935743,0.025100401606425703,0.0
C0059,1113,0.8939802336028752,0.7403414195867026,0.1527403414195867,1.0,0.0
C0029,555,0.8036036036036036,0.1891891891891892,0.1063063063063063,0.08648648648648649,0.0
C0517,118,0.847457627118644,0.2542372881355932,0.22033898305084745,0.0,1.0
C0576,409,0.9046454767726161,0.42053789731051344,0.13447432762836187,0.0,1.0
C0626,108,0.7870370370370371,0.37037037037037035,0.1574074074074074,0.0,1.0
C0559,21,0.8095238095238095,0.5714285714285714,0.09523809523809523,0.0,1.0
C0680,362,0.8812154696132597,0.5165745856353591,0.10773480662983426,0.0,1.0
C0217,558,0.910394265232975,0.4175627240143369,0.13799283154121864,0.034050179211469536,0.0
C0011,1199,0.9274395329441201,0.46872393661384487,0.16180150125104253,1.0,0.0
C0232,644,0.8416149068322981,0.2080745341614907,0.13509316770186336,1.0,0.0
C0127,947,0.9070749736008448,0.3864836325237592,0.11298838437170011,1.0,0.0
C0209,774,0.8979328165374677,0.09560723514211886,0.09948320413436693,0.06976744186046512,0.0
C0185,1026,0.7758284600389863,0.20760233918128654,0.1530214424951267,0.12475633528265107,0.0
C0684,466,0.8991416309012875,0.7017167381974249,0.148068669527897,0.0,1.0
C0483,1162,0.9173838209982789,0.685025817555938,0.1764199655765921,1.0,0.0
C0627,17,0.8235294117647058,0.6470588235294118,0.058823529411764705,0.0,1.0
C0010,1051,0.8667935299714558,0.35014272121788775,0.12274024738344434,0.025689819219790674,0.0
C0349,867,0.908881199538639,0.2837370242214533,0.11072664359861592,0.09342560553633218,0.0
C0324,550,0.86,0.13090909090909092,0.08727272727272728,0.012727272727272728,0.0
C0357,1061,0.8539114043355325,0.5032987747408105,0.1413760603204524,0.04052780395852969,0.0
C0100,827,0.6324062877871826,0.05199516324062878,0.05078597339782346,1.0,0.0
C0443,1704,0.7470657276995305,0.33039906103286387,0.1960093896713615,1.0,0.0
C0224,1060,0.8283018867924529,0.08490566037735849,0.09056603773584905,1.0,0.0
C0019,607,0.6490939044481054,0.6326194398682042,0.19110378912685339,1.0,0.0
C0401,686,0.3323615160349854,0.37900874635568516,0.15014577259475217,1.0,0.0
C0696,77,0.9090909090909091,0.6753246753246753,0.16883116883116883,0.0,1.0
C0745,121,0.8760330578512396,0.5702479338842975,0.21487603305785125,0.0,1.0
C0317,1027,0.9123661148977604,0.7497565725413826,0.11392405063291139,0.018500486854917234,0.0
C0457,696,0.6566091954022989,0.8936781609195402,0.32471264367816094,1.0,0.0
C0321,383,0.7362924281984334,0.21148825065274152,0.15404699738903394,1.0,0.0
C0120,476,0.7352941176470589,0.1407563025210084,0.15336134453781514,1.0,0.0
C0572,257,0.8793774319066148,0.3151750972762646,0.17120622568093385,0.0,1.0
C0300,642,0.21806853582554517,0.06853582554517133,0.08411214953271028,1.0,0.0
C0288,160,0.675,0.475,0.15625,1.0,0.0
C0371,547,0.7550274223034735,0.26142595978062155,0.11151736745886655,1.0,0.0
C0678,163,0.7668711656441718,0.49693251533742333,0.147239263803681,0.0,1.0
C0303,318,0.660377358490566,0.3270440251572327,0.17295597484276728,1.0,0.0
C0049,75,0.8133333333333334,0.08,0.06666666666666667,1.0,0.0
C0570,96,0.9166666666666666,0.5104166666666666,0.11458333333333333,0.0,1.0
C0740,9,1.0,0.5555555555555556,0.0,0.0,1.0
C0686,182,0.8406593406593407,0.2692307692307692,0.17032967032967034,0.0,1.0
C0558,86,0.9418604651162791,0.5930232558139535,0.08139534883720931,0.0,1.0
C0667,236,0.923728813559322,0.2584745762711864,0.17372881355932204,0.0,1.0
C0631,136,0.8308823529411765,0.25735294117647056,0.16911764705882354,0.0,1.0
C0449,25,0.68,0.4,0.12,1.0,0.0
C0363,179,0.888268156424581,0.3575418994413408,0.10614525139664804,0.0223463687150838,0.0
C0181,422,0.5876777251184834,0.2109004739336493,0.11611374407582939,1.0,0.0
C0295,570,0.9070175438596492,0.8333333333333334,0.17719298245614035,0.007017543859649123,0.0
C0325,30,0.7,0.13333333333333333,0.13333333333333333,1.0,0.0
C0748,26,0.9230769230769231,0.5384615384615384,0.038461538461538464,0.0,1.0
