category_id,multiyear_growth,recent_growth,trend,quarter_consistency,institution_expansion
C0032,0.4252696456086287,0.6687211093990755,0.42989214175654855,0.75,0.3882896764252696
C0033,0.5269645608628659,0.5716486902927581,0.5408320493066255,0.5,0.337442218798151
C0034,0.47919876733436056,0.5901386748844376,0.47303543913713403,0.75,0.5731895223420647
C0035,0.4437596302003082,0.5053929121725732,0.7642526964560863,0.25,0.08628659476117104
C0036,0.6040061633281972,0.8135593220338984,0.8613251155624037,0.5,0.9352850539291218
C0037,0.39907550077041604,0.31741140215716485,0.3605546995377504,0.0,0.5331278890600925
C0038,0.7226502311248074,0.7611710323574731,0.6902927580893683,0.75,0.7303543913713405
C0039,0.9522342064714946,0.8936825885978429,0.8751926040061633,0.75,0.9244992295839753
C0040,0.39599383667180277,0.15716486902927582,0.3697996918335901,0.25,0.41294298921417566
C0041,0.3559322033898305,0.19568567026194145,0.7765793528505393,0.5,0.029275808936825885
C0042,0.19722650231124808,0.1617873651771957,0.17103235747303544,0.25,0.0847457627118644
